nohup: ignoring input
# train_loss	 0.0040505	 valid_loss	 0.0026614
# current_lr	 0.005000	 init_lr	 0.005000
# Seg-ACC	 0.9986 
# Seg-AP	 0.9924 
# Seg-Dice	 0.9811 
# Seg-FBeta	 0.9907 
# Seg-MIoU	 0.4814 
##############################################


#S Seg-MIoU increase (0.481418 --> 0.481805).  Saving model ...
####### validation epoch=22 step=5500 #######
# train_loss	 0.0038242	 valid_loss	 0.0025041
# current_lr	 0.004890	 init_lr	 0.005000
# Seg-ACC	 0.9986 
# Seg-AP	 0.9929 
# Seg-Dice	 0.9815 
# Seg-FBeta	 0.9910 
# Seg-MIoU	 0.4818 
##############################################


#S Seg-MIoU increase (0.481805 --> 0.482053).  Saving model ...
####### validation epoch=23 step=5750 #######
# train_loss	 0.0036441	 valid_loss	 0.0023959
# current_lr	 0.004570	 init_lr	 0.005000
# Seg-ACC	 0.9986 
# Seg-AP	 0.9933 
# Seg-Dice	 0.9817 
# Seg-FBeta	 0.9912 
# Seg-MIoU	 0.4821 
##############################################


#S Seg-MIoU increase (0.482053 --> 0.483385).  Saving model ...
####### validation epoch=24 step=6000 #######
# train_loss	 0.0034919	 valid_loss	 0.0022693
# current_lr	 0.004073	 init_lr	 0.005000
# Seg-ACC	 0.9987 
# Seg-AP	 0.9935 
# Seg-Dice	 0.9831 
# Seg-FBeta	 0.9918 
# Seg-MIoU	 0.4834 
##############################################


#S Seg-MIoU increase (0.483385 --> 0.484263).  Saving model ...
####### validation epoch=25 step=6250 #######
# train_loss	 0.0033689	 valid_loss	 0.0021804
# current_lr	 0.003445	 init_lr	 0.005000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9936 
# Seg-Dice	 0.9840 
# Seg-FBeta	 0.9922 
# Seg-MIoU	 0.4843 
##############################################


#S Seg-MIoU increase (0.484263 --> 0.484668).  Saving model ...
####### validation epoch=26 step=6500 #######
# train_loss	 0.0032769	 valid_loss	 0.0021158
# current_lr	 0.002750	 init_lr	 0.005000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9938 
# Seg-Dice	 0.9844 
# Seg-FBeta	 0.9924 
# Seg-MIoU	 0.4847 
##############################################


#S Seg-MIoU increase (0.484668 --> 0.484822).  Saving model ...
####### validation epoch=27 step=6750 #######
# train_loss	 0.0032065	 valid_loss	 0.0020794
# current_lr	 0.002055	 init_lr	 0.005000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9939 
# Seg-Dice	 0.9846 
# Seg-FBeta	 0.9925 
# Seg-MIoU	 0.4848 
##############################################


#S Seg-MIoU increase (0.484822 --> 0.484916).  Saving model ...
####### validation epoch=28 step=7000 #######
# train_loss	 0.0031582	 valid_loss	 0.0020621
# current_lr	 0.001427	 init_lr	 0.005000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9940 
# Seg-Dice	 0.9847 
# Seg-FBeta	 0.9926 
# Seg-MIoU	 0.4849 
##############################################


#S Seg-MIoU increase (0.484916 --> 0.485044).  Saving model ...
####### validation epoch=29 step=7250 #######
# train_loss	 0.0031335	 valid_loss	 0.0020342
# current_lr	 0.000930	 init_lr	 0.005000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9940 
# Seg-Dice	 0.9848 
# Seg-FBeta	 0.9926 
# Seg-MIoU	 0.4850 
##############################################


#S Seg-MIoU increase (0.485044 --> 0.485078).  Saving model ...
####### validation epoch=30 step=7500 #######
# train_loss	 0.0031062	 valid_loss	 0.0020216
# current_lr	 0.000610	 init_lr	 0.005000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9941 
# Seg-Dice	 0.9848 
# Seg-FBeta	 0.9927 
# Seg-MIoU	 0.4851 
##############################################


#S Seg-MIoU increase (0.485078 --> 0.485414).  Saving model ...
####### validation epoch=31 step=7750 #######
# train_loss	 0.0030935	 valid_loss	 0.0020080
# current_lr	 0.000500	 init_lr	 0.005000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9941 
# Seg-Dice	 0.9852 
# Seg-FBeta	 0.9928 
# Seg-MIoU	 0.4854 
##############################################


#S Seg-MIoU increase (0.485414 --> 0.485442).  Saving model ...
####### validation epoch=32 step=8000 #######
# train_loss	 0.0030786	 valid_loss	 0.0019976
# current_lr	 0.000610	 init_lr	 0.005000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9941 
# Seg-Dice	 0.9852 
# Seg-FBeta	 0.9928 
# Seg-MIoU	 0.4854 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=33 step=8250 #######
# train_loss	 0.0030626	 valid_loss	 0.0019804
# current_lr	 0.000930	 init_lr	 0.005000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9942 
# Seg-Dice	 0.9851 
# Seg-FBeta	 0.9928 
# Seg-MIoU	 0.4853 
##############################################


#S Seg-MIoU increase (0.485442 --> 0.485779).  Saving model ...
####### validation epoch=34 step=8500 #######
# train_loss	 0.0030328	 valid_loss	 0.0019537
# current_lr	 0.001427	 init_lr	 0.005000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9942 
# Seg-Dice	 0.9856 
# Seg-FBeta	 0.9930 
# Seg-MIoU	 0.4858 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=35 step=8750 #######
# train_loss	 0.0029926	 valid_loss	 0.0019202
# current_lr	 0.002055	 init_lr	 0.005000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9943 
# Seg-Dice	 0.9855 
# Seg-FBeta	 0.9930 
# Seg-MIoU	 0.4857 
##############################################


#S Seg-MIoU increase (0.485779 --> 0.486072).  Saving model ...
####### validation epoch=36 step=9000 #######
# train_loss	 0.0029365	 valid_loss	 0.0018735
# current_lr	 0.002750	 init_lr	 0.005000
# Seg-ACC	 0.9990 
# Seg-AP	 0.9944 
# Seg-Dice	 0.9859 
# Seg-FBeta	 0.9932 
# Seg-MIoU	 0.4861 
##############################################


#S Seg-MIoU increase (0.486072 --> 0.486481).  Saving model ...
####### validation epoch=37 step=9250 #######
# train_loss	 0.0028694	 valid_loss	 0.0018321
# current_lr	 0.003445	 init_lr	 0.005000
# Seg-ACC	 0.9990 
# Seg-AP	 0.9945 
# Seg-Dice	 0.9863 
# Seg-FBeta	 0.9934 
# Seg-MIoU	 0.4865 
##############################################


#S Seg-MIoU increase (0.486481 --> 0.486969).  Saving model ...
####### validation epoch=38 step=9500 #######
# train_loss	 0.0027902	 valid_loss	 0.0017549
# current_lr	 0.004073	 init_lr	 0.005000
# Seg-ACC	 0.9990 
# Seg-AP	 0.9947 
# Seg-Dice	 0.9868 
# Seg-FBeta	 0.9936 
# Seg-MIoU	 0.4870 
##############################################


#S Seg-MIoU increase (0.486969 --> 0.487170).  Saving model ...
####### validation epoch=39 step=9750 #######
# train_loss	 0.0027049	 valid_loss	 0.0017020
# current_lr	 0.004570	 init_lr	 0.005000
# Seg-ACC	 0.9990 
# Seg-AP	 0.9949 
# Seg-Dice	 0.9870 
# Seg-FBeta	 0.9937 
# Seg-MIoU	 0.4872 
##############################################


#S Seg-MIoU increase (0.487170 --> 0.488228).  Saving model ...
####### validation epoch=40 step=10000 #######
# train_loss	 0.0026208	 valid_loss	 0.0016257
# current_lr	 0.004890	 init_lr	 0.005000
# Seg-ACC	 0.9991 
# Seg-AP	 0.9950 
# Seg-Dice	 0.9881 
# Seg-FBeta	 0.9942 
# Seg-MIoU	 0.4882 
###############################################




# ------ ending training ------ #


####### validation epoch=40 step=10000 #######
# train_loss	 0.0026208	 valid_loss	 0.0016257
# current_lr	 0.004890	 init_lr	 0.005000
# Seg-ACC	 0.9991 
# Seg-AP	 0.9950 
# Seg-Dice	 0.9881 
# Seg-FBeta	 0.9942 
# Seg-MIoU	 0.4882 
###############################################


# > Task: test-syn_us_test-AGC=31+51-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# > Task: test-bp-AGC=9+15-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# > Task: test-yz-AGC=15+31-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# > Task: test-sh-AGC=15+31-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# > Task: test-jsh-AGC=15+31-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# ------ training named MSFSegNet-31+51-16-tanh-01111-bs16-lr5.0e-03-BCE-SGD-S2 start ------ #
#S Seg-MIoU increase (0.000000 --> 0.383180).  Saving model ...
####### validation epoch=1 step=250 #######
# train_loss	 0.0921359	 valid_loss	 0.0203102
# current_lr	 0.005000	 init_lr	 0.005000
# Seg-ACC	 0.9891 
# Seg-AP	 0.9590 
# Seg-Dice	 0.8677 
# Seg-FBeta	 0.9370 
# Seg-MIoU	 0.3832 
############################################


#S Seg-MIoU increase (0.383180 --> 0.433819).  Saving model ...
####### validation epoch=2 step=500 #######
# train_loss	 0.0174080	 valid_loss	 0.0116338
# current_lr	 0.004890	 init_lr	 0.005000
# Seg-ACC	 0.9945 
# Seg-AP	 0.9695 
# Seg-Dice	 0.9291 
# Seg-FBeta	 0.9653 
# Seg-MIoU	 0.4338 
############################################


#S Seg-MIoU increase (0.433819 --> 0.449423).  Saving model ...
####### validation epoch=3 step=750 #######
# train_loss	 0.0122358	 valid_loss	 0.0086329
# current_lr	 0.004570	 init_lr	 0.005000
# Seg-ACC	 0.9959 
# Seg-AP	 0.9755 
# Seg-Dice	 0.9467 
# Seg-FBeta	 0.9735 
# Seg-MIoU	 0.4494 
############################################


#S Seg-MIoU increase (0.449423 --> 0.455782).  Saving model ...
####### validation epoch=4 step=1000 #######
# train_loss	 0.0099574	 valid_loss	 0.0070951
# current_lr	 0.004073	 init_lr	 0.005000
# Seg-ACC	 0.9965 
# Seg-AP	 0.9798 
# Seg-Dice	 0.9537 
# Seg-FBeta	 0.9773 
# Seg-MIoU	 0.4558 
#############################################


#S Seg-MIoU increase (0.455782 --> 0.460866).  Saving model ...
####### validation epoch=5 step=1250 #######
# train_loss	 0.0086296	 valid_loss	 0.0061534
# current_lr	 0.003445	 init_lr	 0.005000
# Seg-ACC	 0.9969 
# Seg-AP	 0.9826 
# Seg-Dice	 0.9593 
# Seg-FBeta	 0.9801 
# Seg-MIoU	 0.4609 
#############################################


#S Seg-MIoU increase (0.460866 --> 0.463992).  Saving model ...
####### validation epoch=6 step=1500 #######
# train_loss	 0.0077993	 valid_loss	 0.0055583
# current_lr	 0.002750	 init_lr	 0.005000
# Seg-ACC	 0.9972 
# Seg-AP	 0.9843 
# Seg-Dice	 0.9626 
# Seg-FBeta	 0.9818 
# Seg-MIoU	 0.4640 
#############################################


#S Seg-MIoU increase (0.463992 --> 0.466419).  Saving model ...
####### validation epoch=7 step=1750 #######
# train_loss	 0.0072695	 valid_loss	 0.0052230
# current_lr	 0.002055	 init_lr	 0.005000
# Seg-ACC	 0.9974 
# Seg-AP	 0.9854 
# Seg-Dice	 0.9652 
# Seg-FBeta	 0.9830 
# Seg-MIoU	 0.4664 
#############################################


#S Seg-MIoU increase (0.466419 --> 0.467274).  Saving model ...
####### validation epoch=8 step=2000 #######
# train_loss	 0.0069395	 valid_loss	 0.0049874
# current_lr	 0.001427	 init_lr	 0.005000
# Seg-ACC	 0.9975 
# Seg-AP	 0.9861 
# Seg-Dice	 0.9662 
# Seg-FBeta	 0.9835 
# Seg-MIoU	 0.4673 
#############################################


#S Seg-MIoU increase (0.467274 --> 0.467889).  Saving model ...
####### validation epoch=9 step=2250 #######
# train_loss	 0.0067309	 valid_loss	 0.0048800
# current_lr	 0.000930	 init_lr	 0.005000
# Seg-ACC	 0.9975 
# Seg-AP	 0.9865 
# Seg-Dice	 0.9668 
# Seg-FBeta	 0.9838 
# Seg-MIoU	 0.4679 
#############################################


#S Seg-MIoU increase (0.467889 --> 0.468574).  Saving model ...
####### validation epoch=10 step=2500 #######
# train_loss	 0.0066028	 valid_loss	 0.0047680
# current_lr	 0.000610	 init_lr	 0.005000
# Seg-ACC	 0.9976 
# Seg-AP	 0.9866 
# Seg-Dice	 0.9675 
# Seg-FBeta	 0.9842 
# Seg-MIoU	 0.4686 
##############################################


#S Seg-MIoU increase (0.468574 --> 0.469090).  Saving model ...
####### validation epoch=11 step=2750 #######
# train_loss	 0.0065179	 valid_loss	 0.0047193
# current_lr	 0.000500	 init_lr	 0.005000
# Seg-ACC	 0.9976 
# Seg-AP	 0.9868 
# Seg-Dice	 0.9681 
# Seg-FBeta	 0.9844 
# Seg-MIoU	 0.4691 
##############################################


#S Seg-MIoU increase (0.469090 --> 0.469591).  Saving model ...
####### validation epoch=12 step=3000 #######
# train_loss	 0.0064345	 valid_loss	 0.0046312
# current_lr	 0.000610	 init_lr	 0.005000
# Seg-ACC	 0.9977 
# Seg-AP	 0.9871 
# Seg-Dice	 0.9686 
# Seg-FBeta	 0.9847 
# Seg-MIoU	 0.4696 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=13 step=3250 #######
# train_loss	 0.0063246	 valid_loss	 0.0045255
# current_lr	 0.000930	 init_lr	 0.005000
# Seg-ACC	 0.9977 
# Seg-AP	 0.9873 
# Seg-Dice	 0.9686 
# Seg-FBeta	 0.9848 
# Seg-MIoU	 0.4696 
##############################################


#S Seg-MIoU increase (0.469591 --> 0.470503).  Saving model ...
####### validation epoch=14 step=3500 #######
# train_loss	 0.0061634	 valid_loss	 0.0043766
# current_lr	 0.001427	 init_lr	 0.005000
# Seg-ACC	 0.9977 
# Seg-AP	 0.9878 
# Seg-Dice	 0.9696 
# Seg-FBeta	 0.9852 
# Seg-MIoU	 0.4705 
##############################################


#S Seg-MIoU increase (0.470503 --> 0.471796).  Saving model ...
####### validation epoch=15 step=3750 #######
# train_loss	 0.0059376	 valid_loss	 0.0041619
# current_lr	 0.002055	 init_lr	 0.005000
# Seg-ACC	 0.9978 
# Seg-AP	 0.9884 
# Seg-Dice	 0.9710 
# Seg-FBeta	 0.9859 
# Seg-MIoU	 0.4718 
##############################################


#S Seg-MIoU increase (0.471796 --> 0.473388).  Saving model ...
####### validation epoch=16 step=4000 #######
# train_loss	 0.0056590	 valid_loss	 0.0038892
# current_lr	 0.002750	 init_lr	 0.005000
# Seg-ACC	 0.9980 
# Seg-AP	 0.9890 
# Seg-Dice	 0.9726 
# Seg-FBeta	 0.9867 
# Seg-MIoU	 0.4734 
##############################################


#S Seg-MIoU increase (0.473388 --> 0.475633).  Saving model ...
####### validation epoch=17 step=4250 #######
# train_loss	 0.0053462	 valid_loss	 0.0036195
# current_lr	 0.003445	 init_lr	 0.005000
# Seg-ACC	 0.9981 
# Seg-AP	 0.9897 
# Seg-Dice	 0.9750 
# Seg-FBeta	 0.9878 
# Seg-MIoU	 0.4756 
##############################################


#S Seg-MIoU increase (0.475633 --> 0.477028).  Saving model ...
####### validation epoch=18 step=4500 #######
# train_loss	 0.0050187	 valid_loss	 0.0033455
# current_lr	 0.004073	 init_lr	 0.005000
# Seg-ACC	 0.9983 
# Seg-AP	 0.9904 
# Seg-Dice	 0.9765 
# Seg-FBeta	 0.9885 
# Seg-MIoU	 0.4770 
##############################################


#S Seg-MIoU increase (0.477028 --> 0.478319).  Saving model ...
####### validation epoch=19 step=4750 #######
# train_loss	 0.0046990	 valid_loss	 0.0030833
# current_lr	 0.004570	 init_lr	 0.005000
# Seg-ACC	 0.9984 
# Seg-AP	 0.9911 
# Seg-Dice	 0.9778 
# Seg-FBeta	 0.9892 
# Seg-MIoU	 0.4783 
##############################################


#S Seg-MIoU increase (0.478319 --> 0.479381).  Saving model ...
####### validation epoch=20 step=5000 #######
# train_loss	 0.0043981	 valid_loss	 0.0028795
# current_lr	 0.004890	 init_lr	 0.005000
# Seg-ACC	 0.9984 
# Seg-AP	 0.9918 
# Seg-Dice	 0.9789 
# Seg-FBeta	 0.9898 
# Seg-MIoU	 0.4794 
##############################################


#S Seg-MIoU increase (0.479381 --> 0.481068).  Saving model ...
####### validation epoch=21 step=5250 #######
# train_loss	 0.0041325	 valid_loss	 0.0026585
# current_lr	 0.005000	 init_lr	 0.005000
# Seg-ACC	 0.9986 
# Seg-AP	 0.9923 
# Seg-Dice	 0.9807 
# Seg-FBeta	 0.9906 
# Seg-MIoU	 0.4811 
##############################################


#S Seg-MIoU increase (0.481068 --> 0.482040).  Saving model ...
####### validation epoch=22 step=5500 #######
# train_loss	 0.0038991	 valid_loss	 0.0024837
# current_lr	 0.004890	 init_lr	 0.005000
# Seg-ACC	 0.9986 
# Seg-AP	 0.9927 
# Seg-Dice	 0.9817 
# Seg-FBeta	 0.9912 
# Seg-MIoU	 0.4820 
##############################################


#S Seg-MIoU increase (0.482040 --> 0.483236).  Saving model ...
####### validation epoch=23 step=5750 #######
# train_loss	 0.0037042	 valid_loss	 0.0023374
# current_lr	 0.004570	 init_lr	 0.005000
# Seg-ACC	 0.9987 
# Seg-AP	 0.9931 
# Seg-Dice	 0.9829 
# Seg-FBeta	 0.9917 
# Seg-MIoU	 0.4832 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=24 step=6000 #######
# train_loss	 0.0035475	 valid_loss	 0.0022846
# current_lr	 0.004073	 init_lr	 0.005000
# Seg-ACC	 0.9987 
# Seg-AP	 0.9935 
# Seg-Dice	 0.9827 
# Seg-FBeta	 0.9917 
# Seg-MIoU	 0.4830 
##############################################


#S Seg-MIoU increase (0.483236 --> 0.484251).  Saving model ...
####### validation epoch=25 step=6250 #######
# train_loss	 0.0034247	 valid_loss	 0.0021509
# current_lr	 0.003445	 init_lr	 0.005000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9936 
# Seg-Dice	 0.9840 
# Seg-FBeta	 0.9923 
# Seg-MIoU	 0.4843 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=26 step=6500 #######
# train_loss	 0.0033308	 valid_loss	 0.0021083
# current_lr	 0.002750	 init_lr	 0.005000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9938 
# Seg-Dice	 0.9839 
# Seg-FBeta	 0.9923 
# Seg-MIoU	 0.4841 
##############################################


#S Seg-MIoU increase (0.484251 --> 0.484646).  Saving model ...
####### validation epoch=27 step=6750 #######
# train_loss	 0.0032595	 valid_loss	 0.0020449
# current_lr	 0.002055	 init_lr	 0.005000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9938 
# Seg-Dice	 0.9844 
# Seg-FBeta	 0.9925 
# Seg-MIoU	 0.4846 
##############################################


#S Seg-MIoU increase (0.484646 --> 0.484834).  Saving model ...
####### validation epoch=28 step=7000 #######
# train_loss	 0.0032162	 valid_loss	 0.0020322
# current_lr	 0.001427	 init_lr	 0.005000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9940 
# Seg-Dice	 0.9846 
# Seg-FBeta	 0.9926 
# Seg-MIoU	 0.4848 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=29 step=7250 #######
# train_loss	 0.0031823	 valid_loss	 0.0020200
# current_lr	 0.000930	 init_lr	 0.005000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9941 
# Seg-Dice	 0.9846 
# Seg-FBeta	 0.9926 
# Seg-MIoU	 0.4848 
##############################################


#S EarlyStopping counter: 2 out of 5
####### validation epoch=30 step=7500 #######
# train_loss	 0.0031608	 valid_loss	 0.0020056
# current_lr	 0.000610	 init_lr	 0.005000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9941 
# Seg-Dice	 0.9846 
# Seg-FBeta	 0.9926 
# Seg-MIoU	 0.4848 
##############################################


#S EarlyStopping counter: 3 out of 5
####### validation epoch=31 step=7750 #######
# train_loss	 0.0031460	 valid_loss	 0.0020019
# current_lr	 0.000500	 init_lr	 0.005000
