nohup: ignoring input
#S Seg-MIoU increase (0.474963 --> 0.475128).  Saving model ...
####### validation epoch=18 step=2250 #######
# train_loss	 0.0049630	 valid_loss	 0.0033657
# current_lr	 0.008145	 init_lr	 0.010000
# Seg-ACC	 0.9981 
# Seg-AP	 0.9911 
# Seg-Dice	 0.9745 
# Seg-FBeta	 0.9877 
# Seg-MIoU	 0.4751 
##############################################


#S Seg-MIoU increase (0.475128 --> 0.476873).  Saving model ...
####### validation epoch=19 step=2375 #######
# train_loss	 0.0046523	 valid_loss	 0.0031219
# current_lr	 0.009141	 init_lr	 0.010000
# Seg-ACC	 0.9982 
# Seg-AP	 0.9916 
# Seg-Dice	 0.9763 
# Seg-FBeta	 0.9886 
# Seg-MIoU	 0.4769 
##############################################


#S Seg-MIoU increase (0.476873 --> 0.478560).  Saving model ...
####### validation epoch=20 step=2500 #######
# train_loss	 0.0043674	 valid_loss	 0.0028830
# current_lr	 0.009780	 init_lr	 0.010000
# Seg-ACC	 0.9984 
# Seg-AP	 0.9921 
# Seg-Dice	 0.9781 
# Seg-FBeta	 0.9894 
# Seg-MIoU	 0.4786 
##############################################


#S Seg-MIoU increase (0.478560 --> 0.480463).  Saving model ...
####### validation epoch=21 step=2625 #######
# train_loss	 0.0041197	 valid_loss	 0.0026746
# current_lr	 0.010000	 init_lr	 0.010000
# Seg-ACC	 0.9985 
# Seg-AP	 0.9925 
# Seg-Dice	 0.9801 
# Seg-FBeta	 0.9903 
# Seg-MIoU	 0.4805 
##############################################


#S Seg-MIoU increase (0.480463 --> 0.480822).  Saving model ...
####### validation epoch=22 step=2750 #######
# train_loss	 0.0038884	 valid_loss	 0.0025370
# current_lr	 0.009780	 init_lr	 0.010000
# Seg-ACC	 0.9986 
# Seg-AP	 0.9929 
# Seg-Dice	 0.9804 
# Seg-FBeta	 0.9906 
# Seg-MIoU	 0.4808 
##############################################


#S Seg-MIoU increase (0.480822 --> 0.481077).  Saving model ...
####### validation epoch=23 step=2875 #######
# train_loss	 0.0037061	 valid_loss	 0.0024021
# current_lr	 0.009141	 init_lr	 0.010000
# Seg-ACC	 0.9986 
# Seg-AP	 0.9933 
# Seg-Dice	 0.9807 
# Seg-FBeta	 0.9908 
# Seg-MIoU	 0.4811 
##############################################


#S Seg-MIoU increase (0.481077 --> 0.482250).  Saving model ...
####### validation epoch=24 step=3000 #######
# train_loss	 0.0035500	 valid_loss	 0.0022807
# current_lr	 0.008145	 init_lr	 0.010000
# Seg-ACC	 0.9987 
# Seg-AP	 0.9935 
# Seg-Dice	 0.9819 
# Seg-FBeta	 0.9913 
# Seg-MIoU	 0.4822 
##############################################


#S Seg-MIoU increase (0.482250 --> 0.483169).  Saving model ...
####### validation epoch=25 step=3125 #######
# train_loss	 0.0034287	 valid_loss	 0.0021942
# current_lr	 0.006891	 init_lr	 0.010000
# Seg-ACC	 0.9987 
# Seg-AP	 0.9937 
# Seg-Dice	 0.9829 
# Seg-FBeta	 0.9917 
# Seg-MIoU	 0.4832 
##############################################


#S Seg-MIoU increase (0.483169 --> 0.484068).  Saving model ...
####### validation epoch=26 step=3250 #######
# train_loss	 0.0033363	 valid_loss	 0.0021193
# current_lr	 0.005500	 init_lr	 0.010000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9938 
# Seg-Dice	 0.9838 
# Seg-FBeta	 0.9921 
# Seg-MIoU	 0.4841 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=27 step=3375 #######
# train_loss	 0.0032701	 valid_loss	 0.0020850
# current_lr	 0.004109	 init_lr	 0.010000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9940 
# Seg-Dice	 0.9838 
# Seg-FBeta	 0.9922 
# Seg-MIoU	 0.4841 
##############################################


#S EarlyStopping counter: 2 out of 5
####### validation epoch=28 step=3500 #######
# train_loss	 0.0032230	 valid_loss	 0.0020731
# current_lr	 0.002855	 init_lr	 0.010000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9941 
# Seg-Dice	 0.9838 
# Seg-FBeta	 0.9922 
# Seg-MIoU	 0.4840 
##############################################


#S Seg-MIoU increase (0.484068 --> 0.484209).  Saving model ...
####### validation epoch=29 step=3625 #######
# train_loss	 0.0031978	 valid_loss	 0.0020483
# current_lr	 0.001859	 init_lr	 0.010000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9941 
# Seg-Dice	 0.9840 
# Seg-FBeta	 0.9923 
# Seg-MIoU	 0.4842 
##############################################


#S Seg-MIoU increase (0.484209 --> 0.484357).  Saving model ...
####### validation epoch=30 step=3750 #######
# train_loss	 0.0031710	 valid_loss	 0.0020319
# current_lr	 0.001220	 init_lr	 0.010000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9941 
# Seg-Dice	 0.9841 
# Seg-FBeta	 0.9923 
# Seg-MIoU	 0.4844 
##############################################


#S Seg-MIoU increase (0.484357 --> 0.484573).  Saving model ...
####### validation epoch=31 step=3875 #######
# train_loss	 0.0031595	 valid_loss	 0.0020190
# current_lr	 0.001000	 init_lr	 0.010000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9941 
# Seg-Dice	 0.9843 
# Seg-FBeta	 0.9924 
# Seg-MIoU	 0.4846 
##############################################


#S Seg-MIoU increase (0.484573 --> 0.484752).  Saving model ...
####### validation epoch=32 step=4000 #######
# train_loss	 0.0031416	 valid_loss	 0.0020109
# current_lr	 0.001220	 init_lr	 0.010000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9942 
# Seg-Dice	 0.9845 
# Seg-FBeta	 0.9925 
# Seg-MIoU	 0.4848 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=33 step=4125 #######
# train_loss	 0.0031246	 valid_loss	 0.0019903
# current_lr	 0.001859	 init_lr	 0.010000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9942 
# Seg-Dice	 0.9843 
# Seg-FBeta	 0.9925 
# Seg-MIoU	 0.4846 
##############################################


#S Seg-MIoU increase (0.484752 --> 0.484922).  Saving model ...
####### validation epoch=34 step=4250 #######
# train_loss	 0.0030959	 valid_loss	 0.0019688
# current_lr	 0.002855	 init_lr	 0.010000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9943 
# Seg-Dice	 0.9847 
# Seg-FBeta	 0.9926 
# Seg-MIoU	 0.4849 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=35 step=4375 #######
# train_loss	 0.0030579	 valid_loss	 0.0019469
# current_lr	 0.004109	 init_lr	 0.010000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9944 
# Seg-Dice	 0.9844 
# Seg-FBeta	 0.9925 
# Seg-MIoU	 0.4847 
##############################################


#S Seg-MIoU increase (0.484922 --> 0.485189).  Saving model ...
####### validation epoch=36 step=4500 #######
# train_loss	 0.0030056	 valid_loss	 0.0018958
# current_lr	 0.005500	 init_lr	 0.010000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9945 
# Seg-Dice	 0.9850 
# Seg-FBeta	 0.9928 
# Seg-MIoU	 0.4852 
##############################################


#S Seg-MIoU increase (0.485189 --> 0.485819).  Saving model ...
####### validation epoch=37 step=4625 #######
# train_loss	 0.0029390	 valid_loss	 0.0018425
# current_lr	 0.006891	 init_lr	 0.010000
# Seg-ACC	 0.9989 
# Seg-AP	 0.9946 
# Seg-Dice	 0.9856 
# Seg-FBeta	 0.9931 
# Seg-MIoU	 0.4858 
##############################################


#S Seg-MIoU increase (0.485819 --> 0.486312).  Saving model ...
####### validation epoch=38 step=4750 #######
# train_loss	 0.0028638	 valid_loss	 0.0017685
# current_lr	 0.008145	 init_lr	 0.010000
# Seg-ACC	 0.9990 
# Seg-AP	 0.9947 
# Seg-Dice	 0.9861 
# Seg-FBeta	 0.9933 
# Seg-MIoU	 0.4863 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=39 step=4875 #######
# train_loss	 0.0027838	 valid_loss	 0.0017334
# current_lr	 0.009141	 init_lr	 0.010000
# Seg-ACC	 0.9990 
# Seg-AP	 0.9949 
# Seg-Dice	 0.9859 
# Seg-FBeta	 0.9933 
# Seg-MIoU	 0.4861 
##############################################


#S Seg-MIoU increase (0.486312 --> 0.487657).  Saving model ...
####### validation epoch=40 step=5000 #######
# train_loss	 0.0027023	 valid_loss	 0.0016321
# current_lr	 0.009780	 init_lr	 0.010000
# Seg-ACC	 0.9991 
# Seg-AP	 0.9949 
# Seg-Dice	 0.9875 
# Seg-FBeta	 0.9939 
# Seg-MIoU	 0.4877 
##############################################




# ------ ending training ------ #


####### validation epoch=40 step=5000 #######
# train_loss	 0.0027023	 valid_loss	 0.0016321
# current_lr	 0.009780	 init_lr	 0.010000
# Seg-ACC	 0.9991 
# Seg-AP	 0.9949 
# Seg-Dice	 0.9875 
# Seg-FBeta	 0.9939 
# Seg-MIoU	 0.4877 
##############################################


# > Task: test-syn_us_test-AGC=31+51-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


Traceback (most recent call last):
  File "models/cascade_method/train_run.py", line 209, in <module>
    train_main()
  File "models/cascade_method/train_run.py", line 202, in train_main
    test_results.append([name]+list(values[0]))
IndexError: index 0 is out of bounds for axis 0 with size 0
# ------ training named MSFSegNet-31+51-32-tanh-01111-bs32-lr1.0e-02-BCE-SGD-S2 start ------ #
#S Seg-MIoU increase (0.000000 --> 0.378334).  Saving model ...
####### validation epoch=1 step=125 #######
# train_loss	 0.0900265	 valid_loss	 0.0194625
# current_lr	 0.010000	 init_lr	 0.010000
# Seg-ACC	 0.9885 
# Seg-AP	 0.9568 
# Seg-Dice	 0.8615 
# Seg-FBeta	 0.9334 
# Seg-MIoU	 0.3783 
############################################


#S Seg-MIoU increase (0.378334 --> 0.423656).  Saving model ...
####### validation epoch=2 step=250 #######
# train_loss	 0.0172108	 valid_loss	 0.0118810
# current_lr	 0.009780	 init_lr	 0.010000
# Seg-ACC	 0.9935 
# Seg-AP	 0.9675 
# Seg-Dice	 0.9173 
# Seg-FBeta	 0.9600 
# Seg-MIoU	 0.4237 
############################################


#S Seg-MIoU increase (0.423656 --> 0.442015).  Saving model ...
####### validation epoch=3 step=375 #######
# train_loss	 0.0124133	 valid_loss	 0.0088508
# current_lr	 0.009141	 init_lr	 0.010000
# Seg-ACC	 0.9953 
# Seg-AP	 0.9755 
# Seg-Dice	 0.9384 
# Seg-FBeta	 0.9702 
# Seg-MIoU	 0.4420 
############################################


#S Seg-MIoU increase (0.442015 --> 0.452486).  Saving model ...
####### validation epoch=4 step=500 #######
# train_loss	 0.0100071	 valid_loss	 0.0071407
# current_lr	 0.008145	 init_lr	 0.010000
# Seg-ACC	 0.9962 
# Seg-AP	 0.9809 
# Seg-Dice	 0.9501 
# Seg-FBeta	 0.9760 
# Seg-MIoU	 0.4525 
############################################


#S Seg-MIoU increase (0.452486 --> 0.458228).  Saving model ...
####### validation epoch=5 step=625 #######
# train_loss	 0.0085447	 valid_loss	 0.0061230
# current_lr	 0.006891	 init_lr	 0.010000
# Seg-ACC	 0.9967 
# Seg-AP	 0.9841 
# Seg-Dice	 0.9564 
# Seg-FBeta	 0.9791 
# Seg-MIoU	 0.4582 
############################################


#S Seg-MIoU increase (0.458228 --> 0.462575).  Saving model ...
####### validation epoch=6 step=750 #######
# train_loss	 0.0076515	 valid_loss	 0.0054892
# current_lr	 0.005500	 init_lr	 0.010000
# Seg-ACC	 0.9971 
# Seg-AP	 0.9856 
# Seg-Dice	 0.9611 
# Seg-FBeta	 0.9813 
# Seg-MIoU	 0.4626 
############################################


#S Seg-MIoU increase (0.462575 --> 0.464860).  Saving model ...
####### validation epoch=7 step=875 #######
# train_loss	 0.0071026	 valid_loss	 0.0051351
# current_lr	 0.004109	 init_lr	 0.010000
# Seg-ACC	 0.9973 
# Seg-AP	 0.9866 
# Seg-Dice	 0.9636 
# Seg-FBeta	 0.9825 
# Seg-MIoU	 0.4649 
############################################


#S Seg-MIoU increase (0.464860 --> 0.466388).  Saving model ...
####### validation epoch=8 step=1000 #######
# train_loss	 0.0067644	 valid_loss	 0.0048987
# current_lr	 0.002855	 init_lr	 0.010000
# Seg-ACC	 0.9974 
# Seg-AP	 0.9872 
# Seg-Dice	 0.9652 
# Seg-FBeta	 0.9832 
# Seg-MIoU	 0.4664 
#############################################


#S Seg-MIoU increase (0.466388 --> 0.466924).  Saving model ...
####### validation epoch=9 step=1125 #######
# train_loss	 0.0065552	 valid_loss	 0.0047734
# current_lr	 0.001859	 init_lr	 0.010000
# Seg-ACC	 0.9974 
# Seg-AP	 0.9876 
# Seg-Dice	 0.9658 
# Seg-FBeta	 0.9835 
# Seg-MIoU	 0.4669 
#############################################


#S Seg-MIoU increase (0.466924 --> 0.467720).  Saving model ...
####### validation epoch=10 step=1250 #######
# train_loss	 0.0064260	 valid_loss	 0.0046717
# current_lr	 0.001220	 init_lr	 0.010000
# Seg-ACC	 0.9975 
# Seg-AP	 0.9878 
# Seg-Dice	 0.9666 
# Seg-FBeta	 0.9839 
# Seg-MIoU	 0.4677 
##############################################


#S Seg-MIoU increase (0.467720 --> 0.468288).  Saving model ...
####### validation epoch=11 step=1375 #######
# train_loss	 0.0063444	 valid_loss	 0.0046111
# current_lr	 0.001000	 init_lr	 0.010000
# Seg-ACC	 0.9976 
# Seg-AP	 0.9880 
# Seg-Dice	 0.9672 
# Seg-FBeta	 0.9842 
# Seg-MIoU	 0.4683 
##############################################


#S Seg-MIoU increase (0.468288 --> 0.468933).  Saving model ...
####### validation epoch=12 step=1500 #######
# train_loss	 0.0062585	 valid_loss	 0.0045322
# current_lr	 0.001220	 init_lr	 0.010000
# Seg-ACC	 0.9976 
# Seg-AP	 0.9882 
# Seg-Dice	 0.9679 
# Seg-FBeta	 0.9845 
# Seg-MIoU	 0.4689 
##############################################


#S Seg-MIoU increase (0.468933 --> 0.469054).  Saving model ...
####### validation epoch=13 step=1625 #######
# train_loss	 0.0061480	 valid_loss	 0.0044262
# current_lr	 0.001859	 init_lr	 0.010000
# Seg-ACC	 0.9976 
# Seg-AP	 0.9884 
# Seg-Dice	 0.9681 
# Seg-FBeta	 0.9846 
# Seg-MIoU	 0.4691 
##############################################


#S Seg-MIoU increase (0.469054 --> 0.470033).  Saving model ...
####### validation epoch=14 step=1750 #######
# train_loss	 0.0059924	 valid_loss	 0.0042721
# current_lr	 0.002855	 init_lr	 0.010000
# Seg-ACC	 0.9977 
# Seg-AP	 0.9889 
# Seg-Dice	 0.9691 
# Seg-FBeta	 0.9851 
# Seg-MIoU	 0.4700 
##############################################


#S Seg-MIoU increase (0.470033 --> 0.471263).  Saving model ...
####### validation epoch=15 step=1875 #######
# train_loss	 0.0057730	 valid_loss	 0.0040674
# current_lr	 0.004109	 init_lr	 0.010000
# Seg-ACC	 0.9978 
# Seg-AP	 0.9894 
# Seg-Dice	 0.9704 
# Seg-FBeta	 0.9858 
# Seg-MIoU	 0.4713 
##############################################


#S Seg-MIoU increase (0.471263 --> 0.473167).  Saving model ...
####### validation epoch=16 step=2000 #######
# train_loss	 0.0055021	 valid_loss	 0.0038046
# current_lr	 0.005500	 init_lr	 0.010000
# Seg-ACC	 0.9979 
# Seg-AP	 0.9899 
# Seg-Dice	 0.9724 
# Seg-FBeta	 0.9867 
# Seg-MIoU	 0.4732 
##############################################


#S Seg-MIoU increase (0.473167 --> 0.475538).  Saving model ...
####### validation epoch=17 step=2125 #######
# train_loss	 0.0052006	 valid_loss	 0.0035412
# current_lr	 0.006891	 init_lr	 0.010000
# Seg-ACC	 0.9981 
# Seg-AP	 0.9904 
# Seg-Dice	 0.9749 
# Seg-FBeta	 0.9877 
# Seg-MIoU	 0.4755 
##############################################


#S Seg-MIoU increase (0.475538 --> 0.476637).  Saving model ...
####### validation epoch=18 step=2250 #######
# train_loss	 0.0048920	 valid_loss	 0.0032931
# current_lr	 0.008145	 init_lr	 0.010000
# Seg-ACC	 0.9982 
# Seg-AP	 0.9909 
# Seg-Dice	 0.9761 
# Seg-FBeta	 0.9883 
# Seg-MIoU	 0.4766 
##############################################


#S Seg-MIoU increase (0.476637 --> 0.478099).  Saving model ...
####### validation epoch=19 step=2375 #######
# train_loss	 0.0045950	 valid_loss	 0.0030445
# current_lr	 0.009141	 init_lr	 0.010000
# Seg-ACC	 0.9983 
# Seg-AP	 0.9916 
# Seg-Dice	 0.9776 
# Seg-FBeta	 0.9891 
# Seg-MIoU	 0.4781 
##############################################


#S Seg-MIoU increase (0.478099 --> 0.479650).  Saving model ...
####### validation epoch=20 step=2500 #######
# train_loss	 0.0043150	 valid_loss	 0.0028371
# current_lr	 0.009780	 init_lr	 0.010000
# Seg-ACC	 0.9985 
# Seg-AP	 0.9921 
# Seg-Dice	 0.9792 
# Seg-FBeta	 0.9898 
# Seg-MIoU	 0.4796 
##############################################


#S Seg-MIoU increase (0.479650 --> 0.481236).  Saving model ...
####### validation epoch=21 step=2625 #######
# train_loss	 0.0040668	 valid_loss	 0.0026401
# current_lr	 0.010000	 init_lr	 0.010000
# Seg-ACC	 0.9986 
# Seg-AP	 0.9924 
# Seg-Dice	 0.9809 
# Seg-FBeta	 0.9906 
# Seg-MIoU	 0.4812 
##############################################


#S Seg-MIoU increase (0.481236 --> 0.481994).  Saving model ...
####### validation epoch=22 step=2750 #######
# train_loss	 0.0038572	 valid_loss	 0.0024890
# current_lr	 0.009780	 init_lr	 0.010000
# Seg-ACC	 0.9986 
# Seg-AP	 0.9928 
# Seg-Dice	 0.9817 
# Seg-FBeta	 0.9910 
# Seg-MIoU	 0.4820 
##############################################


#S Seg-MIoU increase (0.481994 --> 0.482550).  Saving model ...
####### validation epoch=23 step=2875 #######
# train_loss	 0.0036791	 valid_loss	 0.0023600
# current_lr	 0.009141	 init_lr	 0.010000
# Seg-ACC	 0.9987 
# Seg-AP	 0.9930 
# Seg-Dice	 0.9822 
# Seg-FBeta	 0.9913 
# Seg-MIoU	 0.4826 
##############################################


#S Seg-MIoU increase (0.482550 --> 0.482773).  Saving model ...
####### validation epoch=24 step=3000 #######
# train_loss	 0.0035341	 valid_loss	 0.0022905
# current_lr	 0.008145	 init_lr	 0.010000
# Seg-ACC	 0.9987 
# Seg-AP	 0.9934 
# Seg-Dice	 0.9825 
# Seg-FBeta	 0.9915 
# Seg-MIoU	 0.4828 
##############################################


#S Seg-MIoU increase (0.482773 --> 0.484043).  Saving model ...
####### validation epoch=25 step=3125 #######
# train_loss	 0.0034208	 valid_loss	 0.0021782
# current_lr	 0.006891	 init_lr	 0.010000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9934 
# Seg-Dice	 0.9838 
# Seg-FBeta	 0.9920 
# Seg-MIoU	 0.4840 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=26 step=3250 #######
# train_loss	 0.0033330	 valid_loss	 0.0021454
# current_lr	 0.005500	 init_lr	 0.010000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9936 
# Seg-Dice	 0.9836 
# Seg-FBeta	 0.9920 
# Seg-MIoU	 0.4838 
##############################################


#S Seg-MIoU increase (0.484043 --> 0.484223).  Saving model ...
####### validation epoch=27 step=3375 #######
# train_loss	 0.0032644	 valid_loss	 0.0020916
# current_lr	 0.004109	 init_lr	 0.010000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9936 
# Seg-Dice	 0.9840 
# Seg-FBeta	 0.9922 
# Seg-MIoU	 0.4842 
##############################################


#S Seg-MIoU increase (0.484223 --> 0.484498).  Saving model ...
####### validation epoch=28 step=3500 #######
# train_loss	 0.0032183	 valid_loss	 0.0020727
# current_lr	 0.002855	 init_lr	 0.010000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9937 
# Seg-Dice	 0.9842 
# Seg-FBeta	 0.9923 
# Seg-MIoU	 0.4845 
##############################################


#S Seg-MIoU increase (0.484498 --> 0.484626).  Saving model ...
####### validation epoch=29 step=3625 #######
# train_loss	 0.0031884	 valid_loss	 0.0020569
# current_lr	 0.001859	 init_lr	 0.010000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9938 
# Seg-Dice	 0.9844 
# Seg-FBeta	 0.9924 
# Seg-MIoU	 0.4846 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=30 step=3750 #######
# train_loss	 0.0031712	 valid_loss	 0.0020460
# current_lr	 0.001220	 init_lr	 0.010000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9938 
# Seg-Dice	 0.9843 
# Seg-FBeta	 0.9923 
# Seg-MIoU	 0.4845 
##############################################


#S EarlyStopping counter: 2 out of 5
####### validation epoch=31 step=3875 #######
# train_loss	 0.0031558	 valid_loss	 0.0020392
# current_lr	 0.001000	 init_lr	 0.010000
# Seg-ACC	 0.9988 
# Seg-AP	 0.9939 
# Seg-Dice	 0.9842 
# Seg-FBeta	 0.9923 
# Seg-MIoU	 0.4845 
##############################################


#S Seg-MIoU increase (0.484626 --> 0.484718).  Saving model ...
####### validation epoch=32 step=4000 #######
# train_loss	 0.0031434	 valid_loss	 0.0020236
