nohup: ignoring input
# current_lr	 0.000285	 init_lr	 0.001000
# Seg-ACC	 0.9850 
# Seg-AP	 0.9613 
# Seg-Dice	 0.8277 
# Seg-FBeta	 0.9189 
# Seg-MIoU	 0.3531 
##############################################


#S Seg-MIoU increase (0.353050 --> 0.358956).  Saving model ...
####### validation epoch=15 step=1875 #######
# train_loss	 0.0296882	 valid_loss	 0.0268926
# current_lr	 0.000411	 init_lr	 0.001000
# Seg-ACC	 0.9859 
# Seg-AP	 0.9624 
# Seg-Dice	 0.8358 
# Seg-FBeta	 0.9229 
# Seg-MIoU	 0.3590 
##############################################


#S Seg-MIoU increase (0.358956 --> 0.367005).  Saving model ...
####### validation epoch=16 step=2000 #######
# train_loss	 0.0281006	 valid_loss	 0.0251179
# current_lr	 0.000550	 init_lr	 0.001000
# Seg-ACC	 0.9870 
# Seg-AP	 0.9636 
# Seg-Dice	 0.8466 
# Seg-FBeta	 0.9280 
# Seg-MIoU	 0.3670 
##############################################


#S Seg-MIoU increase (0.367005 --> 0.374291).  Saving model ...
####### validation epoch=17 step=2125 #######
# train_loss	 0.0263299	 valid_loss	 0.0233339
# current_lr	 0.000689	 init_lr	 0.001000
# Seg-ACC	 0.9879 
# Seg-AP	 0.9649 
# Seg-Dice	 0.8562 
# Seg-FBeta	 0.9327 
# Seg-MIoU	 0.3743 
##############################################


#S Seg-MIoU increase (0.374291 --> 0.383331).  Saving model ...
####### validation epoch=18 step=2250 #######
# train_loss	 0.0244947	 valid_loss	 0.0214436
# current_lr	 0.000815	 init_lr	 0.001000
# Seg-ACC	 0.9891 
# Seg-AP	 0.9662 
# Seg-Dice	 0.8679 
# Seg-FBeta	 0.9382 
# Seg-MIoU	 0.3833 
##############################################


#S Seg-MIoU increase (0.383331 --> 0.392203).  Saving model ...
####### validation epoch=19 step=2375 #######
# train_loss	 0.0227234	 valid_loss	 0.0197384
# current_lr	 0.000914	 init_lr	 0.001000
# Seg-ACC	 0.9901 
# Seg-AP	 0.9674 
# Seg-Dice	 0.8792 
# Seg-FBeta	 0.9434 
# Seg-MIoU	 0.3922 
##############################################


#S Seg-MIoU increase (0.392203 --> 0.399680).  Saving model ...
####### validation epoch=20 step=2500 #######
# train_loss	 0.0211153	 valid_loss	 0.0182371
# current_lr	 0.000978	 init_lr	 0.001000
# Seg-ACC	 0.9910 
# Seg-AP	 0.9686 
# Seg-Dice	 0.8885 
# Seg-FBeta	 0.9478 
# Seg-MIoU	 0.3997 
##############################################


#S Seg-MIoU increase (0.399680 --> 0.407631).  Saving model ...
####### validation epoch=21 step=2625 #######
# train_loss	 0.0197134	 valid_loss	 0.0168835
# current_lr	 0.001000	 init_lr	 0.001000
# Seg-ACC	 0.9918 
# Seg-AP	 0.9697 
# Seg-Dice	 0.8982 
# Seg-FBeta	 0.9522 
# Seg-MIoU	 0.4076 
##############################################


#S Seg-MIoU increase (0.407631 --> 0.412361).  Saving model ...
####### validation epoch=22 step=2750 #######
# train_loss	 0.0184909	 valid_loss	 0.0158135
# current_lr	 0.000978	 init_lr	 0.001000
# Seg-ACC	 0.9924 
# Seg-AP	 0.9708 
# Seg-Dice	 0.9039 
# Seg-FBeta	 0.9549 
# Seg-MIoU	 0.4124 
##############################################


#S Seg-MIoU increase (0.412361 --> 0.417448).  Saving model ...
####### validation epoch=23 step=2875 #######
# train_loss	 0.0175012	 valid_loss	 0.0149485
# current_lr	 0.000914	 init_lr	 0.001000
# Seg-ACC	 0.9929 
# Seg-AP	 0.9717 
# Seg-Dice	 0.9100 
# Seg-FBeta	 0.9577 
# Seg-MIoU	 0.4174 
##############################################


#S Seg-MIoU increase (0.417448 --> 0.421351).  Saving model ...
####### validation epoch=24 step=3000 #######
# train_loss	 0.0166948	 valid_loss	 0.0142163
# current_lr	 0.000815	 init_lr	 0.001000
# Seg-ACC	 0.9933 
# Seg-AP	 0.9724 
# Seg-Dice	 0.9146 
# Seg-FBeta	 0.9598 
# Seg-MIoU	 0.4214 
##############################################


#S Seg-MIoU increase (0.421351 --> 0.424853).  Saving model ...
####### validation epoch=25 step=3125 #######
# train_loss	 0.0160624	 valid_loss	 0.0136911
# current_lr	 0.000689	 init_lr	 0.001000
# Seg-ACC	 0.9936 
# Seg-AP	 0.9731 
# Seg-Dice	 0.9187 
# Seg-FBeta	 0.9617 
# Seg-MIoU	 0.4249 
##############################################


#S Seg-MIoU increase (0.424853 --> 0.427483).  Saving model ...
####### validation epoch=26 step=3250 #######
# train_loss	 0.0155877	 valid_loss	 0.0132754
# current_lr	 0.000550	 init_lr	 0.001000
# Seg-ACC	 0.9939 
# Seg-AP	 0.9736 
# Seg-Dice	 0.9218 
# Seg-FBeta	 0.9630 
# Seg-MIoU	 0.4275 
##############################################


#S Seg-MIoU increase (0.427483 --> 0.428794).  Saving model ...
####### validation epoch=27 step=3375 #######
# train_loss	 0.0152442	 valid_loss	 0.0129936
# current_lr	 0.000411	 init_lr	 0.001000
# Seg-ACC	 0.9940 
# Seg-AP	 0.9740 
# Seg-Dice	 0.9233 
# Seg-FBeta	 0.9638 
# Seg-MIoU	 0.4288 
##############################################


#S Seg-MIoU increase (0.428794 --> 0.430803).  Saving model ...
####### validation epoch=28 step=3500 #######
# train_loss	 0.0150055	 valid_loss	 0.0127809
# current_lr	 0.000285	 init_lr	 0.001000
# Seg-ACC	 0.9942 
# Seg-AP	 0.9742 
# Seg-Dice	 0.9256 
# Seg-FBeta	 0.9647 
# Seg-MIoU	 0.4308 
##############################################


#S Seg-MIoU increase (0.430803 --> 0.431542).  Saving model ...
####### validation epoch=29 step=3625 #######
# train_loss	 0.0148548	 valid_loss	 0.0126435
# current_lr	 0.000186	 init_lr	 0.001000
# Seg-ACC	 0.9943 
# Seg-AP	 0.9743 
# Seg-Dice	 0.9265 
# Seg-FBeta	 0.9651 
# Seg-MIoU	 0.4315 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=30 step=3750 #######
# train_loss	 0.0147436	 valid_loss	 0.0126074
# current_lr	 0.000122	 init_lr	 0.001000
# Seg-ACC	 0.9942 
# Seg-AP	 0.9745 
# Seg-Dice	 0.9258 
# Seg-FBeta	 0.9649 
# Seg-MIoU	 0.4309 
##############################################


#S Seg-MIoU increase (0.431542 --> 0.431973).  Saving model ...
####### validation epoch=31 step=3875 #######
# train_loss	 0.0146791	 valid_loss	 0.0125138
# current_lr	 0.000100	 init_lr	 0.001000
# Seg-ACC	 0.9943 
# Seg-AP	 0.9745 
# Seg-Dice	 0.9270 
# Seg-FBeta	 0.9654 
# Seg-MIoU	 0.4320 
##############################################


#S Seg-MIoU increase (0.431973 --> 0.432863).  Saving model ...
####### validation epoch=32 step=4000 #######
# train_loss	 0.0146010	 valid_loss	 0.0124382
# current_lr	 0.000122	 init_lr	 0.001000
# Seg-ACC	 0.9944 
# Seg-AP	 0.9747 
# Seg-Dice	 0.9280 
# Seg-FBeta	 0.9658 
# Seg-MIoU	 0.4329 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=33 step=4125 #######
# train_loss	 0.0145093	 valid_loss	 0.0123275
# current_lr	 0.000186	 init_lr	 0.001000
# Seg-ACC	 0.9944 
# Seg-AP	 0.9748 
# Seg-Dice	 0.9276 
# Seg-FBeta	 0.9657 
# Seg-MIoU	 0.4325 
##############################################


#S Seg-MIoU increase (0.432863 --> 0.433749).  Saving model ...
####### validation epoch=34 step=4250 #######
# train_loss	 0.0143623	 valid_loss	 0.0121738
# current_lr	 0.000285	 init_lr	 0.001000
# Seg-ACC	 0.9945 
# Seg-AP	 0.9751 
# Seg-Dice	 0.9290 
# Seg-FBeta	 0.9663 
# Seg-MIoU	 0.4337 
##############################################


#S Seg-MIoU increase (0.433749 --> 0.434937).  Saving model ...
####### validation epoch=35 step=4375 #######
# train_loss	 0.0141601	 valid_loss	 0.0119238
# current_lr	 0.000411	 init_lr	 0.001000
# Seg-ACC	 0.9946 
# Seg-AP	 0.9754 
# Seg-Dice	 0.9304 
# Seg-FBeta	 0.9670 
# Seg-MIoU	 0.4349 
##############################################


#S Seg-MIoU increase (0.434937 --> 0.436194).  Saving model ...
####### validation epoch=36 step=4500 #######
# train_loss	 0.0138895	 valid_loss	 0.0116482
# current_lr	 0.000550	 init_lr	 0.001000
# Seg-ACC	 0.9947 
# Seg-AP	 0.9758 
# Seg-Dice	 0.9318 
# Seg-FBeta	 0.9676 
# Seg-MIoU	 0.4362 
##############################################


#S Seg-MIoU increase (0.436194 --> 0.438380).  Saving model ...
####### validation epoch=37 step=4625 #######
# train_loss	 0.0135548	 valid_loss	 0.0113016
# current_lr	 0.000689	 init_lr	 0.001000
# Seg-ACC	 0.9949 
# Seg-AP	 0.9764 
# Seg-Dice	 0.9343 
# Seg-FBeta	 0.9688 
# Seg-MIoU	 0.4384 
##############################################


#S Seg-MIoU increase (0.438380 --> 0.439870).  Saving model ...
####### validation epoch=38 step=4750 #######
# train_loss	 0.0131743	 valid_loss	 0.0108962
# current_lr	 0.000815	 init_lr	 0.001000
# Seg-ACC	 0.9951 
# Seg-AP	 0.9770 
# Seg-Dice	 0.9360 
# Seg-FBeta	 0.9696 
# Seg-MIoU	 0.4399 
##############################################


#S Seg-MIoU increase (0.439870 --> 0.441595).  Saving model ...
####### validation epoch=39 step=4875 #######
# train_loss	 0.0127703	 valid_loss	 0.0105121
# current_lr	 0.000914	 init_lr	 0.001000
# Seg-ACC	 0.9952 
# Seg-AP	 0.9777 
# Seg-Dice	 0.9380 
# Seg-FBeta	 0.9705 
# Seg-MIoU	 0.4416 
##############################################


#S Seg-MIoU increase (0.441595 --> 0.444376).  Saving model ...
####### validation epoch=40 step=5000 #######
# train_loss	 0.0123619	 valid_loss	 0.0101066
# current_lr	 0.000978	 init_lr	 0.001000
# Seg-ACC	 0.9955 
# Seg-AP	 0.9783 
# Seg-Dice	 0.9411 
# Seg-FBeta	 0.9719 
# Seg-MIoU	 0.4444 
##############################################




# ------ ending training ------ #


####### validation epoch=40 step=5000 #######
# train_loss	 0.0123619	 valid_loss	 0.0101066
# current_lr	 0.000978	 init_lr	 0.001000
# Seg-ACC	 0.9955 
# Seg-AP	 0.9783 
# Seg-Dice	 0.9411 
# Seg-FBeta	 0.9719 
# Seg-MIoU	 0.4444 
##############################################


# > Task: test-syn_us_test-AGC=31+51-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


Traceback (most recent call last):
  File "models/cascade_method/train_run.py", line 216, in <module>
    train_main()
  File "models/cascade_method/train_run.py", line 209, in train_main
    test_results.append([name]+list(values[0]))
IndexError: index 0 is out of bounds for axis 0 with size 0
# ------ training named MSFSegNet-31+51-16-tanh-01111-bs32-lr1.0e-03-BCE-SGD-S2 start ------ #
#S Seg-MIoU increase (0.000000 --> 0.020447).  Saving model ...
####### validation epoch=1 step=125 #######
# train_loss	 0.3683160	 valid_loss	 0.1663782
# current_lr	 0.001000	 init_lr	 0.001000
# Seg-ACC	 0.1512 
# Seg-AP	 0.8211 
# Seg-Dice	 0.0786 
# Seg-FBeta	 0.1757 
# Seg-MIoU	 0.0204 
############################################


#S Seg-MIoU increase (0.020447 --> 0.102828).  Saving model ...
####### validation epoch=2 step=250 #######
# train_loss	 0.1253270	 valid_loss	 0.0913560
# current_lr	 0.000978	 init_lr	 0.001000
# Seg-ACC	 0.8604 
# Seg-AP	 0.9187 
# Seg-Dice	 0.3411 
# Seg-FBeta	 0.5634 
# Seg-MIoU	 0.1028 
############################################


#S Seg-MIoU increase (0.102828 --> 0.187343).  Saving model ...
####### validation epoch=3 step=375 #######
# train_loss	 0.0794020	 valid_loss	 0.0645084
# current_lr	 0.000914	 init_lr	 0.001000
# Seg-ACC	 0.9399 
# Seg-AP	 0.9382 
# Seg-Dice	 0.5450 
# Seg-FBeta	 0.7477 
# Seg-MIoU	 0.1873 
############################################


#S Seg-MIoU increase (0.187343 --> 0.244868).  Saving model ...
####### validation epoch=4 step=500 #######
# train_loss	 0.0601272	 valid_loss	 0.0512181
# current_lr	 0.000815	 init_lr	 0.001000
# Seg-ACC	 0.9625 
# Seg-AP	 0.9450 
# Seg-Dice	 0.6574 
# Seg-FBeta	 0.8245 
# Seg-MIoU	 0.2449 
############################################


#S Seg-MIoU increase (0.244868 --> 0.280440).  Saving model ...
####### validation epoch=5 step=625 #######
# train_loss	 0.0499486	 valid_loss	 0.0437649
# current_lr	 0.000689	 init_lr	 0.001000
# Seg-ACC	 0.9719 
# Seg-AP	 0.9485 
# Seg-Dice	 0.7186 
# Seg-FBeta	 0.8609 
# Seg-MIoU	 0.2804 
############################################


#S Seg-MIoU increase (0.280440 --> 0.303143).  Saving model ...
####### validation epoch=6 step=750 #######
# train_loss	 0.0439920	 valid_loss	 0.0392449
# current_lr	 0.000550	 init_lr	 0.001000
# Seg-ACC	 0.9767 
# Seg-AP	 0.9505 
# Seg-Dice	 0.7548 
# Seg-FBeta	 0.8808 
# Seg-MIoU	 0.3031 
############################################


#S Seg-MIoU increase (0.303143 --> 0.313430).  Saving model ...
####### validation epoch=7 step=875 #######
# train_loss	 0.0403433	 valid_loss	 0.0364420
# current_lr	 0.000411	 init_lr	 0.001000
# Seg-ACC	 0.9786 
# Seg-AP	 0.9517 
# Seg-Dice	 0.7706 
# Seg-FBeta	 0.8892 
# Seg-MIoU	 0.3134 
############################################


#S Seg-MIoU increase (0.313430 --> 0.322697).  Saving model ...
####### validation epoch=8 step=1000 #######
# train_loss	 0.0381193	 valid_loss	 0.0347612
# current_lr	 0.000285	 init_lr	 0.001000
# Seg-ACC	 0.9803 
# Seg-AP	 0.9524 
# Seg-Dice	 0.7844 
# Seg-FBeta	 0.8963 
# Seg-MIoU	 0.3227 
#############################################


#S Seg-MIoU increase (0.322697 --> 0.325821).  Saving model ...
####### validation epoch=9 step=1125 #######
# train_loss	 0.0367531	 valid_loss	 0.0337585
# current_lr	 0.000186	 init_lr	 0.001000
# Seg-ACC	 0.9808 
# Seg-AP	 0.9529 
# Seg-Dice	 0.7890 
# Seg-FBeta	 0.8987 
# Seg-MIoU	 0.3258 
#############################################


#S Seg-MIoU increase (0.325821 --> 0.329728).  Saving model ...
####### validation epoch=10 step=1250 #######
# train_loss	 0.0359305	 valid_loss	 0.0331299
# current_lr	 0.000122	 init_lr	 0.001000
# Seg-ACC	 0.9815 
# Seg-AP	 0.9532 
# Seg-Dice	 0.7947 
# Seg-FBeta	 0.9016 
# Seg-MIoU	 0.3297 
##############################################


#S Seg-MIoU increase (0.329728 --> 0.331950).  Saving model ...
####### validation epoch=11 step=1375 #######
# train_loss	 0.0353637	 valid_loss	 0.0326153
# current_lr	 0.000100	 init_lr	 0.001000
# Seg-ACC	 0.9818 
# Seg-AP	 0.9534 
# Seg-Dice	 0.7980 
# Seg-FBeta	 0.9032 
# Seg-MIoU	 0.3320 
##############################################


#S Seg-MIoU increase (0.331950 --> 0.335100).  Saving model ...
####### validation epoch=12 step=1500 #######
# train_loss	 0.0348123	 valid_loss	 0.0320112
# current_lr	 0.000122	 init_lr	 0.001000
# Seg-ACC	 0.9823 
# Seg-AP	 0.9536 
# Seg-Dice	 0.8025 
# Seg-FBeta	 0.9055 
# Seg-MIoU	 0.3351 
##############################################


#S Seg-MIoU increase (0.335100 --> 0.337400).  Saving model ...
####### validation epoch=13 step=1625 #######
# train_loss	 0.0340888	 valid_loss	 0.0312028
# current_lr	 0.000186	 init_lr	 0.001000
# Seg-ACC	 0.9827 
# Seg-AP	 0.9540 
# Seg-Dice	 0.8058 
# Seg-FBeta	 0.9072 
# Seg-MIoU	 0.3374 
##############################################


#S Seg-MIoU increase (0.337400 --> 0.342993).  Saving model ...
####### validation epoch=14 step=1750 #######
# train_loss	 0.0330647	 valid_loss	 0.0299583
# current_lr	 0.000285	 init_lr	 0.001000
# Seg-ACC	 0.9836 
# Seg-AP	 0.9546 
# Seg-Dice	 0.8137 
# Seg-FBeta	 0.9111 
# Seg-MIoU	 0.3430 
##############################################


#S Seg-MIoU increase (0.342993 --> 0.350882).  Saving model ...
####### validation epoch=15 step=1875 #######
# train_loss	 0.0316394	 valid_loss	 0.0283593
# current_lr	 0.000411	 init_lr	 0.001000
# Seg-ACC	 0.9848 
# Seg-AP	 0.9553 
# Seg-Dice	 0.8247 
# Seg-FBeta	 0.9165 
# Seg-MIoU	 0.3509 
##############################################


#S Seg-MIoU increase (0.350882 --> 0.360490).  Saving model ...
####### validation epoch=16 step=2000 #######
# train_loss	 0.0298931	 valid_loss	 0.0265106
# current_lr	 0.000550	 init_lr	 0.001000
# Seg-ACC	 0.9861 
# Seg-AP	 0.9562 
# Seg-Dice	 0.8378 
# Seg-FBeta	 0.9228 
# Seg-MIoU	 0.3605 
##############################################


#S Seg-MIoU increase (0.360490 --> 0.369583).  Saving model ...
####### validation epoch=17 step=2125 #######
# train_loss	 0.0279513	 valid_loss	 0.0245396
# current_lr	 0.000689	 init_lr	 0.001000
# Seg-ACC	 0.9873 
# Seg-AP	 0.9572 
# Seg-Dice	 0.8500 
# Seg-FBeta	 0.9286 
# Seg-MIoU	 0.3696 
##############################################


#S Seg-MIoU increase (0.369583 --> 0.378920).  Saving model ...
####### validation epoch=18 step=2250 #######
# train_loss	 0.0259721	 valid_loss	 0.0225838
# current_lr	 0.000815	 init_lr	 0.001000
# Seg-ACC	 0.9885 
# Seg-AP	 0.9584 
# Seg-Dice	 0.8622 
# Seg-FBeta	 0.9344 
# Seg-MIoU	 0.3789 
##############################################


#S Seg-MIoU increase (0.378920 --> 0.387272).  Saving model ...
####### validation epoch=19 step=2375 #######
# train_loss	 0.0240813	 valid_loss	 0.0207657
# current_lr	 0.000914	 init_lr	 0.001000
# Seg-ACC	 0.9896 
# Seg-AP	 0.9596 
# Seg-Dice	 0.8729 
# Seg-FBeta	 0.9395 
# Seg-MIoU	 0.3873 
##############################################


#S Seg-MIoU increase (0.387272 --> 0.397080).  Saving model ...
####### validation epoch=20 step=2500 #######
# train_loss	 0.0223395	 valid_loss	 0.0191442
# current_lr	 0.000978	 init_lr	 0.001000
# Seg-ACC	 0.9907 
# Seg-AP	 0.9609 
# Seg-Dice	 0.8853 
# Seg-FBeta	 0.9451 
# Seg-MIoU	 0.3971 
##############################################


#S Seg-MIoU increase (0.397080 --> 0.404676).  Saving model ...
####### validation epoch=21 step=2625 #######
# train_loss	 0.0208420	 valid_loss	 0.0177604
# current_lr	 0.001000	 init_lr	 0.001000
# Seg-ACC	 0.9915 
# Seg-AP	 0.9620 
# Seg-Dice	 0.8946 
# Seg-FBeta	 0.9494 
# Seg-MIoU	 0.4047 
##############################################


#S Seg-MIoU increase (0.404676 --> 0.411029).  Saving model ...
####### validation epoch=22 step=2750 #######
# train_loss	 0.0195641	 valid_loss	 0.0166213
# current_lr	 0.000978	 init_lr	 0.001000
# Seg-ACC	 0.9922 
# Seg-AP	 0.9632 
# Seg-Dice	 0.9023 
# Seg-FBeta	 0.9529 
# Seg-MIoU	 0.4110 
##############################################


#S Seg-MIoU increase (0.411029 --> 0.414687).  Saving model ...
####### validation epoch=23 step=2875 #######
# train_loss	 0.0185183	 valid_loss	 0.0157147
# current_lr	 0.000914	 init_lr	 0.001000
# Seg-ACC	 0.9926 
# Seg-AP	 0.9642 
# Seg-Dice	 0.9067 
# Seg-FBeta	 0.9551 
# Seg-MIoU	 0.4147 
##############################################


#S Seg-MIoU increase (0.414687 --> 0.418771).  Saving model ...
####### validation epoch=24 step=3000 #######
# train_loss	 0.0176812	 valid_loss	 0.0149979
# current_lr	 0.000815	 init_lr	 0.001000
# Seg-ACC	 0.9930 
# Seg-AP	 0.9652 
# Seg-Dice	 0.9116 
# Seg-FBeta	 0.9572 
# Seg-MIoU	 0.4188 
##############################################


#S Seg-MIoU increase (0.418771 --> 0.421888).  Saving model ...
####### validation epoch=25 step=3125 #######
# train_loss	 0.0170405	 valid_loss	 0.0144316
# current_lr	 0.000689	 init_lr	 0.001000
# Seg-ACC	 0.9933 
# Seg-AP	 0.9657 
# Seg-Dice	 0.9153 
# Seg-FBeta	 0.9589 
# Seg-MIoU	 0.4219 
##############################################


#S Seg-MIoU increase (0.421888 --> 0.424025).  Saving model ...
####### validation epoch=26 step=3250 #######
# train_loss	 0.0165491	 valid_loss	 0.0140101
# current_lr	 0.000550	 init_lr	 0.001000
# Seg-ACC	 0.9936 
# Seg-AP	 0.9663 
# Seg-Dice	 0.9178 
# Seg-FBeta	 0.9601 
# Seg-MIoU	 0.4240 
##############################################


#S Seg-MIoU increase (0.424025 --> 0.424553).  Saving model ...
####### validation epoch=27 step=3375 #######
# train_loss	 0.0161929	 valid_loss	 0.0137287
# current_lr	 0.000411	 init_lr	 0.001000
# Seg-ACC	 0.9936 
# Seg-AP	 0.9666 
# Seg-Dice	 0.9184 
# Seg-FBeta	 0.9604 
# Seg-MIoU	 0.4246 
##############################################


#S Seg-MIoU increase (0.424553 --> 0.425507).  Saving model ...
####### validation epoch=28 step=3500 #######
# train_loss	 0.0159432	 valid_loss	 0.0135535
# current_lr	 0.000285	 init_lr	 0.001000
# Seg-ACC	 0.9937 
# Seg-AP	 0.9670 
# Seg-Dice	 0.9195 
# Seg-FBeta	 0.9609 
# Seg-MIoU	 0.4255 
##############################################


#S Seg-MIoU increase (0.425507 --> 0.427542).  Saving model ...
####### validation epoch=29 step=3625 #######
# train_loss	 0.0157873	 valid_loss	 0.0134067
# current_lr	 0.000186	 init_lr	 0.001000
# Seg-ACC	 0.9939 
# Seg-AP	 0.9672 
# Seg-Dice	 0.9219 
# Seg-FBeta	 0.9619 
# Seg-MIoU	 0.4275 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=30 step=3750 #######
# train_loss	 0.0156848	 valid_loss	 0.0133470
# current_lr	 0.000122	 init_lr	 0.001000
# Seg-ACC	 0.9938 
# Seg-AP	 0.9672 
# Seg-Dice	 0.9210 
# Seg-FBeta	 0.9616 
# Seg-MIoU	 0.4268 
##############################################


#S EarlyStopping counter: 2 out of 5
####### validation epoch=31 step=3875 #######
# train_loss	 0.0156120	 valid_loss	 0.0132820
# current_lr	 0.000100	 init_lr	 0.001000
# Seg-ACC	 0.9939 
# Seg-AP	 0.9674 
# Seg-Dice	 0.9216 
# Seg-FBeta	 0.9619 
# Seg-MIoU	 0.4273 
##############################################


#S EarlyStopping counter: 3 out of 5
