nohup: ignoring input
# Seg-AP	 0.9782 
# Seg-Dice	 0.9394 
# Seg-FBeta	 0.9713 
# Seg-MIoU	 0.4429 
##############################################


#S Seg-MIoU increase (0.442897 --> 0.444458).  Saving model ...
####### validation epoch=13 step=3250 #######
# train_loss	 0.0113986	 valid_loss	 0.0092302
# current_lr	 0.000372	 init_lr	 0.002000
# Seg-ACC	 0.9955 
# Seg-AP	 0.9786 
# Seg-Dice	 0.9412 
# Seg-FBeta	 0.9721 
# Seg-MIoU	 0.4445 
##############################################


#S Seg-MIoU increase (0.444458 --> 0.445648).  Saving model ...
####### validation epoch=14 step=3500 #######
# train_loss	 0.0111107	 valid_loss	 0.0089416
# current_lr	 0.000571	 init_lr	 0.002000
# Seg-ACC	 0.9956 
# Seg-AP	 0.9792 
# Seg-Dice	 0.9425 
# Seg-FBeta	 0.9727 
# Seg-MIoU	 0.4456 
##############################################


#S Seg-MIoU increase (0.445648 --> 0.447193).  Saving model ...
####### validation epoch=15 step=3750 #######
# train_loss	 0.0107255	 valid_loss	 0.0085082
# current_lr	 0.000822	 init_lr	 0.002000
# Seg-ACC	 0.9957 
# Seg-AP	 0.9800 
# Seg-Dice	 0.9442 
# Seg-FBeta	 0.9736 
# Seg-MIoU	 0.4472 
##############################################


#S Seg-MIoU increase (0.447193 --> 0.451616).  Saving model ...
####### validation epoch=16 step=4000 #######
# train_loss	 0.0102305	 valid_loss	 0.0079818
# current_lr	 0.001100	 init_lr	 0.002000
# Seg-ACC	 0.9961 
# Seg-AP	 0.9809 
# Seg-Dice	 0.9491 
# Seg-FBeta	 0.9757 
# Seg-MIoU	 0.4516 
##############################################


#S Seg-MIoU increase (0.451616 --> 0.453973).  Saving model ...
####### validation epoch=17 step=4250 #######
# train_loss	 0.0096805	 valid_loss	 0.0074702
# current_lr	 0.001378	 init_lr	 0.002000
# Seg-ACC	 0.9963 
# Seg-AP	 0.9820 
# Seg-Dice	 0.9517 
# Seg-FBeta	 0.9769 
# Seg-MIoU	 0.4540 
##############################################


#S Seg-MIoU increase (0.453973 --> 0.455943).  Saving model ...
####### validation epoch=18 step=4500 #######
# train_loss	 0.0090970	 valid_loss	 0.0069178
# current_lr	 0.001629	 init_lr	 0.002000
# Seg-ACC	 0.9965 
# Seg-AP	 0.9832 
# Seg-Dice	 0.9539 
# Seg-FBeta	 0.9781 
# Seg-MIoU	 0.4559 
##############################################


#S Seg-MIoU increase (0.455943 --> 0.459062).  Saving model ...
####### validation epoch=19 step=4750 #######
# train_loss	 0.0085177	 valid_loss	 0.0064205
# current_lr	 0.001828	 init_lr	 0.002000
# Seg-ACC	 0.9968 
# Seg-AP	 0.9842 
# Seg-Dice	 0.9573 
# Seg-FBeta	 0.9796 
# Seg-MIoU	 0.4591 
##############################################


#S Seg-MIoU increase (0.459062 --> 0.461550).  Saving model ...
####### validation epoch=20 step=5000 #######
# train_loss	 0.0079955	 valid_loss	 0.0059577
# current_lr	 0.001956	 init_lr	 0.002000
# Seg-ACC	 0.9970 
# Seg-AP	 0.9852 
# Seg-Dice	 0.9600 
# Seg-FBeta	 0.9808 
# Seg-MIoU	 0.4616 
##############################################


#S Seg-MIoU increase (0.461550 --> 0.464134).  Saving model ...
####### validation epoch=21 step=5250 #######
# train_loss	 0.0075326	 valid_loss	 0.0055595
# current_lr	 0.002000	 init_lr	 0.002000
# Seg-ACC	 0.9972 
# Seg-AP	 0.9859 
# Seg-Dice	 0.9628 
# Seg-FBeta	 0.9821 
# Seg-MIoU	 0.4641 
##############################################


#S Seg-MIoU increase (0.464134 --> 0.464780).  Saving model ...
####### validation epoch=22 step=5500 #######
# train_loss	 0.0071071	 valid_loss	 0.0052572
# current_lr	 0.001956	 init_lr	 0.002000
# Seg-ACC	 0.9973 
# Seg-AP	 0.9867 
# Seg-Dice	 0.9635 
# Seg-FBeta	 0.9826 
# Seg-MIoU	 0.4648 
##############################################


#S Seg-MIoU increase (0.464780 --> 0.465773).  Saving model ...
####### validation epoch=23 step=5750 #######
# train_loss	 0.0067650	 valid_loss	 0.0049787
# current_lr	 0.001828	 init_lr	 0.002000
# Seg-ACC	 0.9973 
# Seg-AP	 0.9873 
# Seg-Dice	 0.9645 
# Seg-FBeta	 0.9831 
# Seg-MIoU	 0.4658 
##############################################


#S Seg-MIoU increase (0.465773 --> 0.467552).  Saving model ...
####### validation epoch=24 step=6000 #######
# train_loss	 0.0064800	 valid_loss	 0.0047507
# current_lr	 0.001629	 init_lr	 0.002000
# Seg-ACC	 0.9975 
# Seg-AP	 0.9878 
# Seg-Dice	 0.9664 
# Seg-FBeta	 0.9839 
# Seg-MIoU	 0.4676 
##############################################


#S Seg-MIoU increase (0.467552 --> 0.468840).  Saving model ...
####### validation epoch=25 step=6250 #######
# train_loss	 0.0062547	 valid_loss	 0.0045840
# current_lr	 0.001378	 init_lr	 0.002000
# Seg-ACC	 0.9976 
# Seg-AP	 0.9882 
# Seg-Dice	 0.9678 
# Seg-FBeta	 0.9845 
# Seg-MIoU	 0.4688 
##############################################


#S Seg-MIoU increase (0.468840 --> 0.469885).  Saving model ...
####### validation epoch=26 step=6500 #######
# train_loss	 0.0060844	 valid_loss	 0.0044424
# current_lr	 0.001100	 init_lr	 0.002000
# Seg-ACC	 0.9977 
# Seg-AP	 0.9884 
# Seg-Dice	 0.9689 
# Seg-FBeta	 0.9850 
# Seg-MIoU	 0.4699 
##############################################


#S Seg-MIoU increase (0.469885 --> 0.470176).  Saving model ...
####### validation epoch=27 step=6750 #######
# train_loss	 0.0059558	 valid_loss	 0.0043554
# current_lr	 0.000822	 init_lr	 0.002000
# Seg-ACC	 0.9977 
# Seg-AP	 0.9887 
# Seg-Dice	 0.9692 
# Seg-FBeta	 0.9852 
# Seg-MIoU	 0.4702 
##############################################


#S Seg-MIoU increase (0.470176 --> 0.471014).  Saving model ...
####### validation epoch=28 step=7000 #######
# train_loss	 0.0058719	 valid_loss	 0.0042907
# current_lr	 0.000571	 init_lr	 0.002000
# Seg-ACC	 0.9978 
# Seg-AP	 0.9888 
# Seg-Dice	 0.9701 
# Seg-FBeta	 0.9855 
# Seg-MIoU	 0.4710 
##############################################


#S Seg-MIoU increase (0.471014 --> 0.471367).  Saving model ...
####### validation epoch=29 step=7250 #######
# train_loss	 0.0058240	 valid_loss	 0.0042456
# current_lr	 0.000372	 init_lr	 0.002000
# Seg-ACC	 0.9978 
# Seg-AP	 0.9889 
# Seg-Dice	 0.9705 
# Seg-FBeta	 0.9857 
# Seg-MIoU	 0.4714 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=30 step=7500 #######
# train_loss	 0.0057760	 valid_loss	 0.0042347
# current_lr	 0.000244	 init_lr	 0.002000
# Seg-ACC	 0.9978 
# Seg-AP	 0.9889 
# Seg-Dice	 0.9700 
# Seg-FBeta	 0.9855 
# Seg-MIoU	 0.4709 
##############################################


#S Seg-MIoU increase (0.471367 --> 0.471416).  Saving model ...
####### validation epoch=31 step=7750 #######
# train_loss	 0.0057562	 valid_loss	 0.0042044
# current_lr	 0.000200	 init_lr	 0.002000
# Seg-ACC	 0.9978 
# Seg-AP	 0.9890 
# Seg-Dice	 0.9706 
# Seg-FBeta	 0.9858 
# Seg-MIoU	 0.4714 
##############################################


#S Seg-MIoU increase (0.471416 --> 0.471715).  Saving model ...
####### validation epoch=32 step=8000 #######
# train_loss	 0.0057216	 valid_loss	 0.0041834
# current_lr	 0.000244	 init_lr	 0.002000
# Seg-ACC	 0.9978 
# Seg-AP	 0.9891 
# Seg-Dice	 0.9709 
# Seg-FBeta	 0.9859 
# Seg-MIoU	 0.4717 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=33 step=8250 #######
# train_loss	 0.0056924	 valid_loss	 0.0041387
# current_lr	 0.000372	 init_lr	 0.002000
# Seg-ACC	 0.9978 
# Seg-AP	 0.9891 
# Seg-Dice	 0.9706 
# Seg-FBeta	 0.9858 
# Seg-MIoU	 0.4715 
##############################################


#S Seg-MIoU increase (0.471715 --> 0.471966).  Saving model ...
####### validation epoch=34 step=8500 #######
# train_loss	 0.0056375	 valid_loss	 0.0040901
# current_lr	 0.000571	 init_lr	 0.002000
# Seg-ACC	 0.9978 
# Seg-AP	 0.9893 
# Seg-Dice	 0.9711 
# Seg-FBeta	 0.9860 
# Seg-MIoU	 0.4720 
##############################################


#S Seg-MIoU increase (0.471966 --> 0.472177).  Saving model ...
####### validation epoch=35 step=8750 #######
# train_loss	 0.0055643	 valid_loss	 0.0040228
# current_lr	 0.000822	 init_lr	 0.002000
# Seg-ACC	 0.9979 
# Seg-AP	 0.9894 
# Seg-Dice	 0.9714 
# Seg-FBeta	 0.9862 
# Seg-MIoU	 0.4722 
##############################################


#S Seg-MIoU increase (0.472177 --> 0.472760).  Saving model ...
####### validation epoch=36 step=9000 #######
# train_loss	 0.0054625	 valid_loss	 0.0039214
# current_lr	 0.001100	 init_lr	 0.002000
# Seg-ACC	 0.9979 
# Seg-AP	 0.9897 
# Seg-Dice	 0.9720 
# Seg-FBeta	 0.9865 
# Seg-MIoU	 0.4728 
##############################################


#S Seg-MIoU increase (0.472760 --> 0.473985).  Saving model ...
####### validation epoch=37 step=9250 #######
# train_loss	 0.0053394	 valid_loss	 0.0038019
# current_lr	 0.001378	 init_lr	 0.002000
# Seg-ACC	 0.9980 
# Seg-AP	 0.9899 
# Seg-Dice	 0.9733 
# Seg-FBeta	 0.9870 
# Seg-MIoU	 0.4740 
##############################################


#S Seg-MIoU increase (0.473985 --> 0.474058).  Saving model ...
####### validation epoch=38 step=9500 #######
# train_loss	 0.0051997	 valid_loss	 0.0036808
# current_lr	 0.001629	 init_lr	 0.002000
# Seg-ACC	 0.9980 
# Seg-AP	 0.9902 
# Seg-Dice	 0.9734 
# Seg-FBeta	 0.9871 
# Seg-MIoU	 0.4741 
##############################################


#S Seg-MIoU increase (0.474058 --> 0.474486).  Saving model ...
####### validation epoch=39 step=9750 #######
# train_loss	 0.0050480	 valid_loss	 0.0035647
# current_lr	 0.001828	 init_lr	 0.002000
# Seg-ACC	 0.9980 
# Seg-AP	 0.9905 
# Seg-Dice	 0.9738 
# Seg-FBeta	 0.9874 
# Seg-MIoU	 0.4745 
##############################################


#S Seg-MIoU increase (0.474486 --> 0.476021).  Saving model ...
####### validation epoch=40 step=10000 #######
# train_loss	 0.0048949	 valid_loss	 0.0034153
# current_lr	 0.001956	 init_lr	 0.002000
# Seg-ACC	 0.9982 
# Seg-AP	 0.9908 
# Seg-Dice	 0.9754 
# Seg-FBeta	 0.9880 
# Seg-MIoU	 0.4760 
###############################################




# ------ ending training ------ #


####### validation epoch=40 step=10000 #######
# train_loss	 0.0048949	 valid_loss	 0.0034153
# current_lr	 0.001956	 init_lr	 0.002000
# Seg-ACC	 0.9982 
# Seg-AP	 0.9908 
# Seg-Dice	 0.9754 
# Seg-FBeta	 0.9880 
# Seg-MIoU	 0.4760 
###############################################


# > Task: test-syn_us_test-AGC=31+51-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# > Task: test-bp-AGC=9+15-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# > Task: test-yz-AGC=15+31-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# > Task: test-sh-AGC=15+31-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# > Task: test-jsh-AGC=15+31-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# ------ training named MSFSegNet-31+51-32-tanh-01111-bs16-lr2.0e-03-BCE-SGD-S2 start ------ #
#S Seg-MIoU increase (0.000000 --> 0.283559).  Saving model ...
####### validation epoch=1 step=250 #######
# train_loss	 0.1425759	 valid_loss	 0.0460397
# current_lr	 0.002000	 init_lr	 0.002000
# Seg-ACC	 0.9726 
# Seg-AP	 0.9454 
# Seg-Dice	 0.7237 
# Seg-FBeta	 0.8637 
# Seg-MIoU	 0.2836 
############################################


#S Seg-MIoU increase (0.283559 --> 0.362789).  Saving model ...
####### validation epoch=2 step=500 #######
# train_loss	 0.0356924	 valid_loss	 0.0250228
# current_lr	 0.001956	 init_lr	 0.002000
# Seg-ACC	 0.9864 
# Seg-AP	 0.9567 
# Seg-Dice	 0.8409 
# Seg-FBeta	 0.9243 
# Seg-MIoU	 0.3628 
############################################


#S Seg-MIoU increase (0.362789 --> 0.395787).  Saving model ...
####### validation epoch=3 step=750 #######
# train_loss	 0.0236062	 valid_loss	 0.0181953
# current_lr	 0.001828	 init_lr	 0.002000
# Seg-ACC	 0.9905 
# Seg-AP	 0.9614 
# Seg-Dice	 0.8836 
# Seg-FBeta	 0.9445 
# Seg-MIoU	 0.3958 
############################################


#S Seg-MIoU increase (0.395787 --> 0.413375).  Saving model ...
####### validation epoch=4 step=1000 #######
# train_loss	 0.0188203	 valid_loss	 0.0149518
# current_lr	 0.001629	 init_lr	 0.002000
# Seg-ACC	 0.9925 
# Seg-AP	 0.9647 
# Seg-Dice	 0.9051 
# Seg-FBeta	 0.9544 
# Seg-MIoU	 0.4134 
#############################################


#S Seg-MIoU increase (0.413375 --> 0.422582).  Saving model ...
####### validation epoch=5 step=1250 #######
# train_loss	 0.0162744	 valid_loss	 0.0130686
# current_lr	 0.001378	 init_lr	 0.002000
# Seg-ACC	 0.9934 
# Seg-AP	 0.9675 
# Seg-Dice	 0.9161 
# Seg-FBeta	 0.9596 
# Seg-MIoU	 0.4226 
#############################################


#S Seg-MIoU increase (0.422582 --> 0.430113).  Saving model ...
####### validation epoch=6 step=1500 #######
# train_loss	 0.0147461	 valid_loss	 0.0118710
# current_lr	 0.001100	 init_lr	 0.002000
# Seg-ACC	 0.9941 
# Seg-AP	 0.9696 
# Seg-Dice	 0.9248 
# Seg-FBeta	 0.9636 
# Seg-MIoU	 0.4301 
#############################################


#S Seg-MIoU increase (0.430113 --> 0.433566).  Saving model ...
####### validation epoch=7 step=1750 #######
# train_loss	 0.0137782	 valid_loss	 0.0111867
# current_lr	 0.000822	 init_lr	 0.002000
# Seg-ACC	 0.9945 
# Seg-AP	 0.9712 
# Seg-Dice	 0.9288 
# Seg-FBeta	 0.9655 
# Seg-MIoU	 0.4336 
#############################################


#S Seg-MIoU increase (0.433566 --> 0.436182).  Saving model ...
####### validation epoch=8 step=2000 #######
# train_loss	 0.0131676	 valid_loss	 0.0107014
# current_lr	 0.000571	 init_lr	 0.002000
# Seg-ACC	 0.9947 
# Seg-AP	 0.9722 
# Seg-Dice	 0.9318 
# Seg-FBeta	 0.9670 
# Seg-MIoU	 0.4362 
#############################################


#S Seg-MIoU increase (0.436182 --> 0.437072).  Saving model ...
####### validation epoch=9 step=2250 #######
# train_loss	 0.0127799	 valid_loss	 0.0104546
# current_lr	 0.000372	 init_lr	 0.002000
# Seg-ACC	 0.9948 
# Seg-AP	 0.9730 
# Seg-Dice	 0.9328 
# Seg-FBeta	 0.9675 
# Seg-MIoU	 0.4371 
#############################################


#S Seg-MIoU increase (0.437072 --> 0.438466).  Saving model ...
####### validation epoch=10 step=2500 #######
# train_loss	 0.0125409	 valid_loss	 0.0102406
# current_lr	 0.000244	 init_lr	 0.002000
# Seg-ACC	 0.9949 
# Seg-AP	 0.9733 
# Seg-Dice	 0.9344 
# Seg-FBeta	 0.9682 
# Seg-MIoU	 0.4385 
##############################################


#S Seg-MIoU increase (0.438466 --> 0.439275).  Saving model ...
####### validation epoch=11 step=2750 #######
# train_loss	 0.0123783	 valid_loss	 0.0101214
# current_lr	 0.000200	 init_lr	 0.002000
# Seg-ACC	 0.9950 
# Seg-AP	 0.9737 
# Seg-Dice	 0.9353 
# Seg-FBeta	 0.9687 
# Seg-MIoU	 0.4393 
##############################################


#S Seg-MIoU increase (0.439275 --> 0.440694).  Saving model ...
####### validation epoch=12 step=3000 #######
# train_loss	 0.0122190	 valid_loss	 0.0099320
# current_lr	 0.000244	 init_lr	 0.002000
# Seg-ACC	 0.9951 
# Seg-AP	 0.9742 
# Seg-Dice	 0.9369 
# Seg-FBeta	 0.9694 
# Seg-MIoU	 0.4407 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=13 step=3250 #######
# train_loss	 0.0120062	 valid_loss	 0.0097178
# current_lr	 0.000372	 init_lr	 0.002000
# Seg-ACC	 0.9951 
# Seg-AP	 0.9747 
# Seg-Dice	 0.9365 
# Seg-FBeta	 0.9694 
# Seg-MIoU	 0.4403 
##############################################


#S Seg-MIoU increase (0.440694 --> 0.442560).  Saving model ...
####### validation epoch=14 step=3500 #######
# train_loss	 0.0116919	 valid_loss	 0.0093764
# current_lr	 0.000571	 init_lr	 0.002000
# Seg-ACC	 0.9953 
# Seg-AP	 0.9758 
# Seg-Dice	 0.9390 
# Seg-FBeta	 0.9706 
# Seg-MIoU	 0.4426 
##############################################


#S Seg-MIoU increase (0.442560 --> 0.444855).  Saving model ...
####### validation epoch=15 step=3750 #######
# train_loss	 0.0112475	 valid_loss	 0.0088976
# current_lr	 0.000822	 init_lr	 0.002000
# Seg-ACC	 0.9955 
# Seg-AP	 0.9771 
# Seg-Dice	 0.9416 
# Seg-FBeta	 0.9719 
# Seg-MIoU	 0.4449 
##############################################


#S Seg-MIoU increase (0.444855 --> 0.448114).  Saving model ...
####### validation epoch=16 step=4000 #######
# train_loss	 0.0106920	 valid_loss	 0.0082998
# current_lr	 0.001100	 init_lr	 0.002000
# Seg-ACC	 0.9958 
# Seg-AP	 0.9787 
# Seg-Dice	 0.9453 
# Seg-FBeta	 0.9737 
# Seg-MIoU	 0.4481 
##############################################


#S Seg-MIoU increase (0.448114 --> 0.452130).  Saving model ...
####### validation epoch=17 step=4250 #######
# train_loss	 0.0100572	 valid_loss	 0.0076998
# current_lr	 0.001378	 init_lr	 0.002000
# Seg-ACC	 0.9962 
# Seg-AP	 0.9804 
# Seg-Dice	 0.9497 
# Seg-FBeta	 0.9757 
# Seg-MIoU	 0.4521 
##############################################


#S Seg-MIoU increase (0.452130 --> 0.454734).  Saving model ...
####### validation epoch=18 step=4500 #######
# train_loss	 0.0093889	 valid_loss	 0.0070760
# current_lr	 0.001629	 init_lr	 0.002000
# Seg-ACC	 0.9964 
# Seg-AP	 0.9822 
# Seg-Dice	 0.9526 
# Seg-FBeta	 0.9773 
# Seg-MIoU	 0.4547 
##############################################


#S Seg-MIoU increase (0.454734 --> 0.457275).  Saving model ...
####### validation epoch=19 step=4750 #######
# train_loss	 0.0087393	 valid_loss	 0.0065073
# current_lr	 0.001828	 init_lr	 0.002000
# Seg-ACC	 0.9966 
# Seg-AP	 0.9837 
# Seg-Dice	 0.9553 
# Seg-FBeta	 0.9787 
# Seg-MIoU	 0.4573 
##############################################


#S Seg-MIoU increase (0.457275 --> 0.461287).  Saving model ...
####### validation epoch=20 step=5000 #######
# train_loss	 0.0081360	 valid_loss	 0.0059962
# current_lr	 0.001956	 init_lr	 0.002000
# Seg-ACC	 0.9970 
# Seg-AP	 0.9849 
# Seg-Dice	 0.9597 
# Seg-FBeta	 0.9806 
# Seg-MIoU	 0.4613 
##############################################


#S Seg-MIoU increase (0.461287 --> 0.464094).  Saving model ...
####### validation epoch=21 step=5250 #######
# train_loss	 0.0076082	 valid_loss	 0.0055441
# current_lr	 0.002000	 init_lr	 0.002000
# Seg-ACC	 0.9972 
# Seg-AP	 0.9859 
# Seg-Dice	 0.9627 
# Seg-FBeta	 0.9820 
# Seg-MIoU	 0.4641 
##############################################


#S Seg-MIoU increase (0.464094 --> 0.466315).  Saving model ...
####### validation epoch=22 step=5500 #######
# train_loss	 0.0071548	 valid_loss	 0.0051701
# current_lr	 0.001956	 init_lr	 0.002000
# Seg-ACC	 0.9974 
# Seg-AP	 0.9868 
# Seg-Dice	 0.9651 
# Seg-FBeta	 0.9832 
# Seg-MIoU	 0.4663 
##############################################


#S Seg-MIoU increase (0.466315 --> 0.467260).  Saving model ...
####### validation epoch=23 step=5750 #######
# train_loss	 0.0067726	 valid_loss	 0.0048886
# current_lr	 0.001828	 init_lr	 0.002000
# Seg-ACC	 0.9975 
# Seg-AP	 0.9875 
# Seg-Dice	 0.9661 
# Seg-FBeta	 0.9837 
# Seg-MIoU	 0.4673 
##############################################


#S Seg-MIoU increase (0.467260 --> 0.469101).  Saving model ...
####### validation epoch=24 step=6000 #######
# train_loss	 0.0064712	 valid_loss	 0.0046808
# current_lr	 0.001629	 init_lr	 0.002000
# Seg-ACC	 0.9976 
# Seg-AP	 0.9881 
# Seg-Dice	 0.9681 
# Seg-FBeta	 0.9846 
# Seg-MIoU	 0.4691 
##############################################


#S Seg-MIoU increase (0.469101 --> 0.470353).  Saving model ...
####### validation epoch=25 step=6250 #######
# train_loss	 0.0062367	 valid_loss	 0.0044655
# current_lr	 0.001378	 init_lr	 0.002000
# Seg-ACC	 0.9977 
# Seg-AP	 0.9884 
# Seg-Dice	 0.9694 
# Seg-FBeta	 0.9852 
# Seg-MIoU	 0.4704 
##############################################


#S Seg-MIoU increase (0.470353 --> 0.471016).  Saving model ...
####### validation epoch=26 step=6500 #######
# train_loss	 0.0060581	 valid_loss	 0.0043433
# current_lr	 0.001100	 init_lr	 0.002000
# Seg-ACC	 0.9978 
# Seg-AP	 0.9888 
# Seg-Dice	 0.9701 
# Seg-FBeta	 0.9856 
# Seg-MIoU	 0.4710 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=27 step=6750 #######
# train_loss	 0.0059217	 valid_loss	 0.0042454
# current_lr	 0.000822	 init_lr	 0.002000
# Seg-ACC	 0.9978 
# Seg-AP	 0.9889 
# Seg-Dice	 0.9700 
# Seg-FBeta	 0.9856 
# Seg-MIoU	 0.4709 
##############################################


#S Seg-MIoU increase (0.471016 --> 0.471568).  Saving model ...
####### validation epoch=28 step=7000 #######
# train_loss	 0.0058401	 valid_loss	 0.0042035
# current_lr	 0.000571	 init_lr	 0.002000
# Seg-ACC	 0.9978 
# Seg-AP	 0.9891 
# Seg-Dice	 0.9707 
# Seg-FBeta	 0.9859 
# Seg-MIoU	 0.4716 
##############################################


#S Seg-MIoU increase (0.471568 --> 0.472291).  Saving model ...
####### validation epoch=29 step=7250 #######
# train_loss	 0.0057757	 valid_loss	 0.0041575
# current_lr	 0.000372	 init_lr	 0.002000
# Seg-ACC	 0.9979 
# Seg-AP	 0.9892 
# Seg-Dice	 0.9715 
# Seg-FBeta	 0.9862 
# Seg-MIoU	 0.4723 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=30 step=7500 #######
# train_loss	 0.0057368	 valid_loss	 0.0041333
# current_lr	 0.000244	 init_lr	 0.002000
# Seg-ACC	 0.9978 
# Seg-AP	 0.9893 
# Seg-Dice	 0.9711 
# Seg-FBeta	 0.9861 
# Seg-MIoU	 0.4719 
##############################################


#S EarlyStopping counter: 2 out of 5
####### validation epoch=31 step=7750 #######
