nohup: ignoring input
####### validation epoch=28 step=14000 #######
# train_loss	 0.0329019	 valid_loss	 0.0302075
# current_lr	 0.000029	 init_lr	 0.000100
# Seg-ACC	 0.9831 
# Seg-AP	 0.9619 
# Seg-Dice	 0.8097 
# Seg-FBeta	 0.9103 
# Seg-MIoU	 0.3402 
###############################################


#S Seg-MIoU increase (0.340208 --> 0.341958).  Saving model ...
####### validation epoch=29 step=14500 #######
# train_loss	 0.0324923	 valid_loss	 0.0298656
# current_lr	 0.000019	 init_lr	 0.000100
# Seg-ACC	 0.9833 
# Seg-AP	 0.9621 
# Seg-Dice	 0.8122 
# Seg-FBeta	 0.9116 
# Seg-MIoU	 0.3420 
###############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=30 step=15000 #######
# train_loss	 0.0322197	 valid_loss	 0.0296575
# current_lr	 0.000012	 init_lr	 0.000100
# Seg-ACC	 0.9832 
# Seg-AP	 0.9623 
# Seg-Dice	 0.8110 
# Seg-FBeta	 0.9110 
# Seg-MIoU	 0.3411 
###############################################


#S Seg-MIoU increase (0.341958 --> 0.342492).  Saving model ...
####### validation epoch=31 step=15500 #######
# train_loss	 0.0320253	 valid_loss	 0.0295230
# current_lr	 0.000010	 init_lr	 0.000100
# Seg-ACC	 0.9834 
# Seg-AP	 0.9624 
# Seg-Dice	 0.8129 
# Seg-FBeta	 0.9120 
# Seg-MIoU	 0.3425 
###############################################


#S Seg-MIoU increase (0.342492 --> 0.343149).  Saving model ...
####### validation epoch=32 step=16000 #######
# train_loss	 0.0318243	 valid_loss	 0.0292709
# current_lr	 0.000012	 init_lr	 0.000100
# Seg-ACC	 0.9835 
# Seg-AP	 0.9625 
# Seg-Dice	 0.8138 
# Seg-FBeta	 0.9124 
# Seg-MIoU	 0.3431 
###############################################


#S Seg-MIoU increase (0.343149 --> 0.344684).  Saving model ...
####### validation epoch=33 step=16500 #######
# train_loss	 0.0315801	 valid_loss	 0.0290371
# current_lr	 0.000019	 init_lr	 0.000100
# Seg-ACC	 0.9837 
# Seg-AP	 0.9627 
# Seg-Dice	 0.8160 
# Seg-FBeta	 0.9135 
# Seg-MIoU	 0.3447 
###############################################


#S Seg-MIoU increase (0.344684 --> 0.346552).  Saving model ...
####### validation epoch=34 step=17000 #######
# train_loss	 0.0312012	 valid_loss	 0.0285560
# current_lr	 0.000029	 init_lr	 0.000100
# Seg-ACC	 0.9840 
# Seg-AP	 0.9629 
# Seg-Dice	 0.8186 
# Seg-FBeta	 0.9148 
# Seg-MIoU	 0.3466 
###############################################


#S Seg-MIoU increase (0.346552 --> 0.349370).  Saving model ...
####### validation epoch=35 step=17500 #######
# train_loss	 0.0306461	 valid_loss	 0.0278839
# current_lr	 0.000041	 init_lr	 0.000100
# Seg-ACC	 0.9844 
# Seg-AP	 0.9634 
# Seg-Dice	 0.8225 
# Seg-FBeta	 0.9167 
# Seg-MIoU	 0.3494 
###############################################


#S Seg-MIoU increase (0.349370 --> 0.352749).  Saving model ...
####### validation epoch=36 step=18000 #######
# train_loss	 0.0299142	 valid_loss	 0.0270614
# current_lr	 0.000055	 init_lr	 0.000100
# Seg-ACC	 0.9849 
# Seg-AP	 0.9638 
# Seg-Dice	 0.8272 
# Seg-FBeta	 0.9190 
# Seg-MIoU	 0.3527 
###############################################


#S Seg-MIoU increase (0.352749 --> 0.356948).  Saving model ...
####### validation epoch=37 step=18500 #######
# train_loss	 0.0290375	 valid_loss	 0.0261603
# current_lr	 0.000069	 init_lr	 0.000100
# Seg-ACC	 0.9855 
# Seg-AP	 0.9643 
# Seg-Dice	 0.8329 
# Seg-FBeta	 0.9219 
# Seg-MIoU	 0.3569 
###############################################


#S Seg-MIoU increase (0.356948 --> 0.360846).  Saving model ...
####### validation epoch=38 step=19000 #######
# train_loss	 0.0280518	 valid_loss	 0.0251277
# current_lr	 0.000081	 init_lr	 0.000100
# Seg-ACC	 0.9861 
# Seg-AP	 0.9651 
# Seg-Dice	 0.8382 
# Seg-FBeta	 0.9245 
# Seg-MIoU	 0.3608 
###############################################


#S Seg-MIoU increase (0.360846 --> 0.364608).  Saving model ...
####### validation epoch=39 step=19500 #######
# train_loss	 0.0270166	 valid_loss	 0.0241083
# current_lr	 0.000091	 init_lr	 0.000100
# Seg-ACC	 0.9866 
# Seg-AP	 0.9657 
# Seg-Dice	 0.8433 
# Seg-FBeta	 0.9270 
# Seg-MIoU	 0.3646 
###############################################


#S Seg-MIoU increase (0.364608 --> 0.371316).  Saving model ...
####### validation epoch=40 step=20000 #######
# train_loss	 0.0259714	 valid_loss	 0.0230501
# current_lr	 0.000098	 init_lr	 0.000100
# Seg-ACC	 0.9875 
# Seg-AP	 0.9663 
# Seg-Dice	 0.8522 
# Seg-FBeta	 0.9312 
# Seg-MIoU	 0.3713 
###############################################




# ------ ending training ------ #


####### validation epoch=40 step=20000 #######
# train_loss	 0.0259714	 valid_loss	 0.0230501
# current_lr	 0.000098	 init_lr	 0.000100
# Seg-ACC	 0.9875 
# Seg-AP	 0.9663 
# Seg-Dice	 0.8522 
# Seg-FBeta	 0.9312 
# Seg-MIoU	 0.3713 
###############################################


# > Task: test-syn_us_test-AGC=31+51-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# > Task: test-bp-AGC=9+15-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# > Task: test-yz-AGC=15+31-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# > Task: test-sh-AGC=15+31-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# > Task: test-jsh-AGC=15+31-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# ------ training named MSFSegNet-31+51-32-tanh-01111-bs8-lr1.0e-04-BCE-SGD-S2 start ------ #
#S Seg-MIoU increase (0.000000 --> 0.018200).  Saving model ...
####### validation epoch=1 step=500 #######
# train_loss	 0.4002955	 valid_loss	 0.2763245
# current_lr	 0.000100	 init_lr	 0.000100
# Seg-ACC	 0.0417 
# Seg-AP	 0.7477 
# Seg-Dice	 0.0702 
# Seg-FBeta	 0.1588 
# Seg-MIoU	 0.0182 
############################################


#S Seg-MIoU increase (0.018200 --> 0.019636).  Saving model ...
####### validation epoch=2 step=1000 #######
# train_loss	 0.2226319	 valid_loss	 0.1793514
# current_lr	 0.000098	 init_lr	 0.000100
# Seg-ACC	 0.1144 
# Seg-AP	 0.8374 
# Seg-Dice	 0.0756 
# Seg-FBeta	 0.1696 
# Seg-MIoU	 0.0196 
#############################################


#S Seg-MIoU increase (0.019636 --> 0.036271).  Saving model ...
####### validation epoch=3 step=1500 #######
# train_loss	 0.1574692	 valid_loss	 0.1354433
# current_lr	 0.000091	 init_lr	 0.000100
# Seg-ACC	 0.5378 
# Seg-AP	 0.8849 
# Seg-Dice	 0.1352 
# Seg-FBeta	 0.2809 
# Seg-MIoU	 0.0363 
#############################################


#S Seg-MIoU increase (0.036271 --> 0.068436).  Saving model ...
####### validation epoch=4 step=2000 #######
# train_loss	 0.1248609	 valid_loss	 0.1113308
# current_lr	 0.000081	 init_lr	 0.000100
# Seg-ACC	 0.7720 
# Seg-AP	 0.9081 
# Seg-Dice	 0.2407 
# Seg-FBeta	 0.4416 
# Seg-MIoU	 0.0684 
#############################################


#S Seg-MIoU increase (0.068436 --> 0.094961).  Saving model ...
####### validation epoch=5 step=2500 #######
# train_loss	 0.1059510	 valid_loss	 0.0966755
# current_lr	 0.000069	 init_lr	 0.000100
# Seg-ACC	 0.8459 
# Seg-AP	 0.9201 
# Seg-Dice	 0.3191 
# Seg-FBeta	 0.5386 
# Seg-MIoU	 0.0950 
#############################################


#S Seg-MIoU increase (0.094961 --> 0.117456).  Saving model ...
####### validation epoch=6 step=3000 #######
# train_loss	 0.0942778	 valid_loss	 0.0875661
# current_lr	 0.000055	 init_lr	 0.000100
# Seg-ACC	 0.8824 
# Seg-AP	 0.9268 
# Seg-Dice	 0.3802 
# Seg-FBeta	 0.6042 
# Seg-MIoU	 0.1175 
#############################################


#S Seg-MIoU increase (0.117456 --> 0.134173).  Saving model ...
####### validation epoch=7 step=3500 #######
# train_loss	 0.0868677	 valid_loss	 0.0816408
# current_lr	 0.000041	 init_lr	 0.000100
# Seg-ACC	 0.9015 
# Seg-AP	 0.9300 
# Seg-Dice	 0.4229 
# Seg-FBeta	 0.6455 
# Seg-MIoU	 0.1342 
#############################################


#S Seg-MIoU increase (0.134173 --> 0.150028).  Saving model ...
####### validation epoch=8 step=4000 #######
# train_loss	 0.0822295	 valid_loss	 0.0780387
# current_lr	 0.000029	 init_lr	 0.000100
# Seg-ACC	 0.9158 
# Seg-AP	 0.9323 
# Seg-Dice	 0.4613 
# Seg-FBeta	 0.6801 
# Seg-MIoU	 0.1500 
#############################################


#S Seg-MIoU increase (0.150028 --> 0.155397).  Saving model ...
####### validation epoch=9 step=4500 #######
# train_loss	 0.0793440	 valid_loss	 0.0758932
# current_lr	 0.000019	 init_lr	 0.000100
# Seg-ACC	 0.9199 
# Seg-AP	 0.9335 
# Seg-Dice	 0.4739 
# Seg-FBeta	 0.6909 
# Seg-MIoU	 0.1554 
#############################################


#S Seg-MIoU increase (0.155397 --> 0.164111).  Saving model ...
####### validation epoch=10 step=5000 #######
# train_loss	 0.0775708	 valid_loss	 0.0744707
# current_lr	 0.000012	 init_lr	 0.000100
# Seg-ACC	 0.9261 
# Seg-AP	 0.9344 
# Seg-Dice	 0.4939 
# Seg-FBeta	 0.7075 
# Seg-MIoU	 0.1641 
##############################################


#S Seg-MIoU increase (0.164111 --> 0.165538).  Saving model ...
####### validation epoch=11 step=5500 #######
# train_loss	 0.0763530	 valid_loss	 0.0734204
# current_lr	 0.000010	 init_lr	 0.000100
# Seg-ACC	 0.9271 
# Seg-AP	 0.9348 
# Seg-Dice	 0.4972 
# Seg-FBeta	 0.7102 
# Seg-MIoU	 0.1655 
##############################################


#S Seg-MIoU increase (0.165538 --> 0.173043).  Saving model ...
####### validation epoch=12 step=6000 #######
# train_loss	 0.0751795	 valid_loss	 0.0720678
# current_lr	 0.000012	 init_lr	 0.000100
# Seg-ACC	 0.9318 
# Seg-AP	 0.9356 
# Seg-Dice	 0.5139 
# Seg-FBeta	 0.7236 
# Seg-MIoU	 0.1730 
##############################################


#S Seg-MIoU increase (0.173043 --> 0.177243).  Saving model ...
####### validation epoch=13 step=6500 #######
# train_loss	 0.0736010	 valid_loss	 0.0702837
# current_lr	 0.000019	 init_lr	 0.000100
# Seg-ACC	 0.9343 
# Seg-AP	 0.9368 
# Seg-Dice	 0.5231 
# Seg-FBeta	 0.7308 
# Seg-MIoU	 0.1772 
##############################################


#S Seg-MIoU increase (0.177243 --> 0.188453).  Saving model ...
####### validation epoch=14 step=7000 #######
# train_loss	 0.0713455	 valid_loss	 0.0676013
# current_lr	 0.000029	 init_lr	 0.000100
# Seg-ACC	 0.9404 
# Seg-AP	 0.9380 
# Seg-Dice	 0.5472 
# Seg-FBeta	 0.7492 
# Seg-MIoU	 0.1885 
##############################################


#S Seg-MIoU increase (0.188453 --> 0.202964).  Saving model ...
####### validation epoch=15 step=7500 #######
# train_loss	 0.0682321	 valid_loss	 0.0640897
# current_lr	 0.000041	 init_lr	 0.000100
# Seg-ACC	 0.9472 
# Seg-AP	 0.9399 
# Seg-Dice	 0.5771 
# Seg-FBeta	 0.7710 
# Seg-MIoU	 0.2030 
##############################################


#S Seg-MIoU increase (0.202964 --> 0.225007).  Saving model ...
####### validation epoch=16 step=8000 #######
# train_loss	 0.0643736	 valid_loss	 0.0598225
# current_lr	 0.000055	 init_lr	 0.000100
# Seg-ACC	 0.9560 
# Seg-AP	 0.9420 
# Seg-Dice	 0.6204 
# Seg-FBeta	 0.8007 
# Seg-MIoU	 0.2250 
##############################################


#S Seg-MIoU increase (0.225007 --> 0.244043).  Saving model ...
####### validation epoch=17 step=8500 #######
# train_loss	 0.0600059	 valid_loss	 0.0553390
# current_lr	 0.000069	 init_lr	 0.000100
# Seg-ACC	 0.9622 
# Seg-AP	 0.9439 
# Seg-Dice	 0.6557 
# Seg-FBeta	 0.8234 
# Seg-MIoU	 0.2440 
##############################################


#S Seg-MIoU increase (0.244043 --> 0.264677).  Saving model ...
####### validation epoch=18 step=9000 #######
# train_loss	 0.0554924	 valid_loss	 0.0508039
# current_lr	 0.000081	 init_lr	 0.000100
# Seg-ACC	 0.9680 
# Seg-AP	 0.9460 
# Seg-Dice	 0.6920 
# Seg-FBeta	 0.8455 
# Seg-MIoU	 0.2647 
##############################################


#S Seg-MIoU increase (0.264677 --> 0.281410).  Saving model ...
####### validation epoch=19 step=9500 #######
# train_loss	 0.0511277	 valid_loss	 0.0465876
# current_lr	 0.000091	 init_lr	 0.000100
# Seg-ACC	 0.9720 
# Seg-AP	 0.9479 
# Seg-Dice	 0.7200 
# Seg-FBeta	 0.8617 
# Seg-MIoU	 0.2814 
##############################################


#S Seg-MIoU increase (0.281410 --> 0.297450).  Saving model ...
####### validation epoch=20 step=10000 #######
# train_loss	 0.0471276	 valid_loss	 0.0428382
# current_lr	 0.000098	 init_lr	 0.000100
# Seg-ACC	 0.9755 
# Seg-AP	 0.9493 
# Seg-Dice	 0.7458 
# Seg-FBeta	 0.8760 
# Seg-MIoU	 0.2975 
###############################################


#S Seg-MIoU increase (0.297450 --> 0.310154).  Saving model ...
####### validation epoch=21 step=10500 #######
# train_loss	 0.0436174	 valid_loss	 0.0395283
# current_lr	 0.000100	 init_lr	 0.000100
# Seg-ACC	 0.9780 
# Seg-AP	 0.9509 
# Seg-Dice	 0.7655 
# Seg-FBeta	 0.8865 
# Seg-MIoU	 0.3102 
###############################################


#S Seg-MIoU increase (0.310154 --> 0.324054).  Saving model ...
####### validation epoch=22 step=11000 #######
# train_loss	 0.0406359	 valid_loss	 0.0366934
# current_lr	 0.000098	 init_lr	 0.000100
# Seg-ACC	 0.9805 
# Seg-AP	 0.9521 
# Seg-Dice	 0.7863 
# Seg-FBeta	 0.8973 
# Seg-MIoU	 0.3241 
###############################################


#S Seg-MIoU increase (0.324054 --> 0.328045).  Saving model ...
####### validation epoch=23 step=11500 #######
# train_loss	 0.0381870	 valid_loss	 0.0346135
# current_lr	 0.000091	 init_lr	 0.000100
# Seg-ACC	 0.9811 
# Seg-AP	 0.9533 
# Seg-Dice	 0.7922 
# Seg-FBeta	 0.9004 
# Seg-MIoU	 0.3280 
###############################################


#S Seg-MIoU increase (0.328045 --> 0.335135).  Saving model ...
####### validation epoch=24 step=12000 #######
# train_loss	 0.0362305	 valid_loss	 0.0329279
# current_lr	 0.000081	 init_lr	 0.000100
# Seg-ACC	 0.9823 
# Seg-AP	 0.9538 
# Seg-Dice	 0.8024 
# Seg-FBeta	 0.9055 
# Seg-MIoU	 0.3351 
###############################################


#S Seg-MIoU increase (0.335135 --> 0.340904).  Saving model ...
####### validation epoch=25 step=12500 #######
# train_loss	 0.0347085	 valid_loss	 0.0315146
# current_lr	 0.000069	 init_lr	 0.000100
# Seg-ACC	 0.9832 
# Seg-AP	 0.9547 
# Seg-Dice	 0.8107 
# Seg-FBeta	 0.9097 
# Seg-MIoU	 0.3409 
###############################################


#S Seg-MIoU increase (0.340904 --> 0.347349).  Saving model ...
####### validation epoch=26 step=13000 #######
# train_loss	 0.0335643	 valid_loss	 0.0304546
# current_lr	 0.000055	 init_lr	 0.000100
# Seg-ACC	 0.9842 
# Seg-AP	 0.9552 
# Seg-Dice	 0.8197 
# Seg-FBeta	 0.9141 
# Seg-MIoU	 0.3473 
###############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=27 step=13500 #######
# train_loss	 0.0327329	 valid_loss	 0.0298026
# current_lr	 0.000041	 init_lr	 0.000100
# Seg-ACC	 0.9841 
# Seg-AP	 0.9557 
# Seg-Dice	 0.8194 
# Seg-FBeta	 0.9140 
# Seg-MIoU	 0.3471 
###############################################


#S Seg-MIoU increase (0.347349 --> 0.347935).  Saving model ...
####### validation epoch=28 step=14000 #######
# train_loss	 0.0321757	 valid_loss	 0.0294116
# current_lr	 0.000029	 init_lr	 0.000100
# Seg-ACC	 0.9843 
# Seg-AP	 0.9558 
# Seg-Dice	 0.8205 
# Seg-FBeta	 0.9146 
# Seg-MIoU	 0.3479 
###############################################


#S Seg-MIoU increase (0.347935 --> 0.350302).  Saving model ...
####### validation epoch=29 step=14500 #######
# train_loss	 0.0317956	 valid_loss	 0.0291189
# current_lr	 0.000019	 init_lr	 0.000100
# Seg-ACC	 0.9846 
# Seg-AP	 0.9560 
# Seg-Dice	 0.8238 
# Seg-FBeta	 0.9162 
# Seg-MIoU	 0.3503 
###############################################


#S Seg-MIoU increase (0.350302 --> 0.350518).  Saving model ...
####### validation epoch=30 step=15000 #######
# train_loss	 0.0315456	 valid_loss	 0.0289425
# current_lr	 0.000012	 init_lr	 0.000100
# Seg-ACC	 0.9847 
# Seg-AP	 0.9560 
# Seg-Dice	 0.8241 
# Seg-FBeta	 0.9163 
# Seg-MIoU	 0.3505 
###############################################


